Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
Компанията <nsubj има >obj опит	Компанията	има	опит	5	7.4	ABC	3	има
Основателят <nsubj има >obj стойност	Основателят	има	стойност	4	5.9	ABC	3	има
sport <nsubj has >obj power	sport	has	power	3	4.5	ABC	3	has
Децата <nsubj събират >obj капачки	Децата	събират	капачки	3	4.5	ABC	3	събират
Община <nsubj откри >obj сезона	Община	откри	сезона	3	4.5	ABC	3	откри
Участниците <nsubj имаха >obj възможността	Участниците	имаха	възможността	3	4.5	ABC	3	имаха
депутатите <nsubj получават >obj заплата	депутатите	получават	заплата	3	4.5	ABC	3	получават
депутатите <nsubj получават >obj пари	депутатите	получават	пари	3	4.5	ABC	3	получават
жените <nsubj имат >obj право	жените	имат	право	3	4.5	ABC	3	имат
операции <obj извършил >nsubj д-р	операции	извършил	д-р	3	4.5	ABC	3	извършил
партии <nsubj дали >obj предложения	партии	дали	предложения	3	4.5	ABC	3	дали
университет <nsubj отвори >obj врати	университет	отвори	врати	3	4.5	ABC	3	отвори
училища <nsubj отварят >obj врати	училища	отварят	врати	3	4.5	ABC	3	отварят
фирми <nsubj подават >obj декларации	фирми	подават	декларации	3	4.5	ABC	3	подават
човек <nsubj носи >obj карма	човек	носи	карма	3	4.5	ABC	3	носи
businesses <nsubj leverage >obj media	businesses	leverage	media	2	3.0	ABC	3	leverage
planner <nsubj needs >obj skills	planner	needs	skills	2	3.0	ABC	3	needs
planners <nsubj play >obj role	planners	play	role	2	3.0	ABC	3	play
Банката <nsubj предлага >obj продукти	Банката	предлага	продукти	2	3.0	ABC	3	предлага
Билет <nsubj струва >obj лева	Билет	струва	лева	2	3.0	ABC	3	струва
Вестник <nsubj има >obj начин	Вестник	има	начин	2	3.0	ABC	3	има
Видеото <nsubj показва >obj машината	Видеото	показва	машината	2	3.0	ABC	3	показва
Горите <nsubj дават >obj кислород	Горите	дават	кислород	2	3.0	ABC	3	дават
Групата <nsubj изрази >obj убеждението	Групата	изрази	убеждението	2	3.0	ABC	3	изрази
Държавата <nsubj има >obj нужда	Държавата	има	нужда	2	3.0	ABC	3	има
Жените <nsubj имат >obj възможности	Жените	имат	възможности	2	3.0	ABC	3	имат
