Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
участниците <nsubj имат >obj възможност	участниците	имат	възможност	4	5.9	ABC	3	имат
учениците <nsubj имат >obj възможност	учениците	имат	възможност	4	5.9	ABC	3	имат
хора <nsubj търсят >obj начини	хора	търсят	начини	4	5.9	ABC	3	търсят
Кметът <nsubj изрази >obj благодарност	Кметът	изрази	благодарност	3	4.5	ABC	3	изрази
Пакетът <nsubj включва >obj нощувки	Пакетът	включва	нощувки	3	4.5	ABC	3	включва
Участниците <nsubj имат >obj възможност	Участниците	имат	възможност	3	4.5	ABC	3	имат
Хората <nsubj търсят >obj решения	Хората	търсят	решения	3	4.5	ABC	3	търсят
глас <nsubj има >obj значение	глас	има	значение	3	4.5	ABC	3	има
страната <nsubj има >obj нужда	страната	има	нужда	3	4.5	ABC	3	има
технологии <nsubj имат >obj потенциал	технологии	имат	потенциал	3	4.5	ABC	3	имат
хора <nsubj имат >obj нужда	хора	имат	нужда	3	4.5	ABC	3	имат
хора <nsubj имат >obj проблеми	хора	имат	проблеми	3	4.5	ABC	3	имат
хората <nsubj имат >obj възможност	хората	имат	възможност	3	4.5	ABC	3	имат
хората <nsubj имат >obj риск	хората	имат	риск	3	4.5	ABC	3	имат
хората <nsubj правят >obj секс	хората	правят	секс	3	4.5	ABC	3	правят
Mr. <nsubj shared >obj insights	Mr.	shared	insights	2	3.0	ABC	3	shared
architecture <nsubj plays >obj role	architecture	plays	role	2	3.0	ABC	3	plays
Бюрото <nsubj провеждало >obj редица	Бюрото	провеждало	редица	2	3.0	ABC	3	провеждало
Гражданите <nsubj имат >obj право	Гражданите	имат	право	2	3.0	ABC	3	имат
Децата <nsubj имат >obj възможност	Децата	имат	възможност	2	3.0	ABC	3	имат
Инцидентът <nsubj предизвика >obj интерес	Инцидентът	предизвика	интерес	2	3.0	ABC	3	предизвика
Кметът <nsubj представи >obj стратегия	Кметът	представи	стратегия	2	3.0	ABC	3	представи
Магазинът <nsubj предлага >obj гама	Магазинът	предлага	гама	2	3.0	ABC	3	предлага
Месец <nsubj представлява >obj щастие	Месец	представлява	щастие	2	3.0	ABC	3	представлява
Министър <nsubj приветства >obj участниците	Министър	приветства	участниците	2	3.0	ABC	3	приветства
Младежите <nsubj обучават >obj хората	Младежите	обучават	хората	2	3.0	ABC	3	обучават
Напускането <nsubj има >obj последствия	Напускането	има	последствия	2	3.0	ABC	3	има
Новината <nsubj привлече >obj вниманието	Новината	привлече	вниманието	2	3.0	ABC	3	привлече
Общината <nsubj продължава >obj изпълнението	Общината	продължава	изпълнението	2	3.0	ABC	3	продължава
Отборът <nsubj има >obj серия	Отборът	има	серия	2	3.0	ABC	3	има
Патриотите <nsubj искат >obj министри	Патриотите	искат	министри	2	3.0	ABC	3	искат
Посетителите <nsubj имаха >obj възможност	Посетителите	имаха	възможност	2	3.0	ABC	3	имаха
Правителството <nsubj отмени >obj постановлението	Правителството	отмени	постановлението	2	3.0	ABC	3	отмени
Прокуратурата <nsubj повдигна >obj обвинение	Прокуратурата	повдигна	обвинение	2	3.0	ABC	3	повдигна
Сенатът <nsubj гласува >obj номинацията	Сенатът	гласува	номинацията	2	3.0	ABC	3	гласува
Студентите <nsubj имат >obj възможност	Студентите	имат	възможност	2	3.0	ABC	3	имат
Съдът <nsubj брои >obj бюлетините	Съдът	брои	бюлетините	2	3.0	ABC	3	брои
Туроператори <nsubj очакват >obj сезон	Туроператори	очакват	сезон	2	3.0	ABC	3	очакват
Чесът <nsubj подпомага >obj здравето	Чесът	подпомага	здравето	2	3.0	ABC	3	подпомага
банка <nsubj очаква >obj забавяне	банка	очаква	забавяне	2	3.0	ABC	3	очаква
г-жа <nsubj подчерта >obj необходимостта	г-жа	подчерта	необходимостта	2	3.0	ABC	3	подчерта
гражданите <nsubj имат >obj доверие	гражданите	имат	доверие	2	3.0	ABC	3	имат
дирекция <nsubj напомня >obj правила	дирекция	напомня	правила	2	3.0	ABC	3	напомня
дом <nsubj обяви >obj номинациите	дом	обяви	номинациите	2	3.0	ABC	3	обяви
дронове <nsubj направят >obj доставки	дронове	направят	доставки	2	3.0	ABC	3	направят
дупката <nsubj стане >obj повод	дупката	стане	повод	2	3.0	ABC	3	стане
жените <nsubj имат >obj принос	жените	имат	принос	2	3.0	ABC	3	имат
компании <nsubj имат >obj положение	компании	имат	положение	2	3.0	ABC	3	имат
мадама <nsubj има >obj коси	мадама	има	коси	2	3.0	ABC	3	има
марки <nsubj привличат >obj фенове	марки	привличат	фенове	2	3.0	ABC	3	привличат
митничарите <nsubj имат >obj право	митничарите	имат	право	2	3.0	ABC	3	имат
млякото <nsubj струва >obj лв	млякото	струва	лв	2	3.0	ABC	3	струва
обекти <nsubj спазват >obj правила	обекти	спазват	правила	2	3.0	ABC	3	спазват
орган <nsubj предоставя >obj помощ	орган	предоставя	помощ	2	3.0	ABC	3	предоставя
отбор <nsubj има >obj потенциал	отбор	има	потенциал	2	3.0	ABC	3	има
отборът <nsubj има >obj нужда	отборът	има	нужда	2	3.0	ABC	3	има
партии <nsubj имат >obj възможности	партии	имат	възможности	2	3.0	ABC	3	имат
пациентите <nsubj получават >obj лечение	пациентите	получават	лечение	2	3.0	ABC	3	получават
портфейли <nsubj глезят >obj визията	портфейли	глезят	визията	2	3.0	ABC	3	глезят
посолство <nsubj получи >obj достъп	посолство	получи	достъп	2	3.0	ABC	3	получи
правителството <nsubj предприеме >obj действия	правителството	предприеме	действия	2	3.0	ABC	3	предприеме
