Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
суд <nsubj вынес >obj решение	суд	вынес	решение	6	8.8	ABC	3	вынес
человек <nsubj получили >obj ранения	человек	получили	ранения	6	8.8	ABC	3	получили
Президент <nsubj принял >obj решение	Президент	принял	решение	3	4.4	ABC	3	принял
Ученые <nsubj опубликовали >obj статью	Ученые	опубликовали	статью	3	4.4	ABC	3	опубликовали
автор <nsubj описывает >obj впечатления	автор	описывает	впечатления	3	4.4	ABC	3	описывает
исследования <nsubj имеют >obj значение	исследования	имеют	значение	3	4.4	ABC	3	имеют
комитет <nsubj возбудил >obj дело	комитет	возбудил	дело	3	4.4	ABC	3	возбудил
органы <nsubj продолжают >obj расследование	органы	продолжают	расследование	3	4.4	ABC	3	продолжают
отряд <nsubj включал >obj полки	отряд	включал	полки	3	4.4	ABC	3	включал
проект <nsubj имеет >obj значение	проект	имеет	значение	3	4.4	ABC	3	имеет
прокуратура <nsubj начала >obj проверку	прокуратура	начала	проверку	3	4.4	ABC	3	начала
решение <nsubj вызвало >obj негодование	решение	вызвало	негодование	3	4.4	ABC	3	вызвало
руководство <nsubj приняло >obj решение	руководство	приняло	решение	3	4.4	ABC	3	приняло
суд <nsubj вынес >obj приговор	суд	вынес	приговор	3	4.4	ABC	3	вынес
текст <nsubj дает >obj представление	текст	дает	представление	3	4.4	ABC	3	дает
текст <nsubj описывает >obj день	текст	описывает	день	3	4.4	ABC	3	описывает
текст <nsubj описывает >obj ночь	текст	описывает	ночь	3	4.4	ABC	3	описывает
Защита <nsubj подала >obj жалобу	Защита	подала	жалобу	2	2.9	ABC	3	подала
Министерство <nsubj призывает >obj лиц	Министерство	призывает	лиц	2	2.9	ABC	3	призывает
Молитвы <nsubj имеют >obj силу	Молитвы	имеют	силу	2	2.9	ABC	3	имеют
Отдел <nsubj играет >obj роль	Отдел	играет	роль	2	2.9	ABC	3	играет
Отдел <nsubj принимает >obj участие	Отдел	принимает	участие	2	2.9	ABC	3	принимает
Правительство <nsubj приняло >obj постановление	Правительство	приняло	постановление	2	2.9	ABC	3	приняло
Совет <nsubj принял >obj решение	Совет	принял	решение	2	2.9	ABC	3	принял
Суд <nsubj вынес >obj решение	Суд	вынес	решение	2	2.9	ABC	3	вынес
автоконцерн <nsubj запустил >obj кампанию	автоконцерн	запустил	кампанию	2	2.9	ABC	3	запустил
автор <nsubj выражает >obj тревогу	автор	выражает	тревогу	2	2.9	ABC	3	выражает
автор <nsubj описывает >obj день	автор	описывает	день	2	2.9	ABC	3	описывает
автор <nsubj описывает >obj жизнь	автор	описывает	жизнь	2	2.9	ABC	3	описывает
власти <nsubj начали >obj операцию	власти	начали	операцию	2	2.9	ABC	3	начали
власти <nsubj приняли >obj решение	власти	приняли	решение	2	2.9	ABC	3	приняли
глава <nsubj выразил >obj надежду	глава	выразил	надежду	2	2.9	ABC	3	выразил
инвалиды <nsubj получили >obj возможность	инвалиды	получили	возможность	2	2.9	ABC	3	получили
исполнитель <nsubj направляет >obj отчеты	исполнитель	направляет	отчеты	2	2.9	ABC	3	направляет
исполнитель <nsubj проводит >obj оценку	исполнитель	проводит	оценку	2	2.9	ABC	3	проводит
киностудии <nsubj предъявили >obj иск	киностудии	предъявили	иск	2	2.9	ABC	3	предъявили
команда <nsubj заняла >obj место	команда	заняла	место	2	2.9	ABC	3	заняла
команда <nsubj одержала >obj победу	команда	одержала	победу	2	2.9	ABC	3	одержала
комитет <nsubj приостановил >obj членство	комитет	приостановил	членство	2	2.9	ABC	3	приостановил
компания <nsubj опубликовала >obj рейтинг	компания	опубликовала	рейтинг	2	2.9	ABC	3	опубликовала
контакты <nsubj создают >obj основу	контакты	создают	основу	2	2.9	ABC	3	создают
люди <nsubj находят >obj способы	люди	находят	способы	2	2.9	ABC	3	находят
место <obj заняла >nsubj квартира	место	заняла	квартира	2	2.9	ABC	3	заняла
министр <nsubj выразил >obj озабоченность	министр	выразил	озабоченность	2	2.9	ABC	3	выразил
министр <nsubj высказал >obj мнение	министр	высказал	мнение	2	2.9	ABC	3	высказал
начальник <nsubj опроверг >obj информацию	начальник	опроверг	информацию	2	2.9	ABC	3	опроверг
новость <nsubj вызвала >obj реакцию	новость	вызвала	реакцию	2	2.9	ABC	3	вызвала
новость <obj сообщило >nsubj агентство	новость	сообщило	агентство	2	2.9	ABC	3	сообщило
ополченцы <nsubj продолжают >obj действия	ополченцы	продолжают	действия	2	2.9	ABC	3	продолжают
организации <nsubj играют >obj роль	организации	играют	роль	2	2.9	ABC	3	играют
поддержка <nsubj играет >obj роль	поддержка	играет	роль	2	2.9	ABC	3	играет
подход <nsubj гарантирует >obj успех	подход	гарантирует	успех	2	2.9	ABC	3	гарантирует
полиция <nsubj задержала >obj жителя	полиция	задержала	жителя	2	2.9	ABC	3	задержала
половину <obj покроет >nsubj кредит	половину	покроет	кредит	2	2.9	ABC	3	покроет
правительство <nsubj приняло >obj закон	правительство	приняло	закон	2	2.9	ABC	3	приняло
правительство <nsubj приняло >obj решение	правительство	приняло	решение	2	2.9	ABC	3	приняло
предприятия <nsubj получат >obj поддержку	предприятия	получат	поддержку	2	2.9	ABC	3	получат
президент <nsubj подписал >obj закон	президент	подписал	закон	2	2.9	ABC	3	подписал
примут >obj участие >nsubj спортсмены	примут	участие	спортсмены	2	2.9	ABC	3	примут
программа <nsubj представляет >obj инструмент	программа	представляет	инструмент	2	2.9	ABC	3	представляет
проект <nsubj дает >obj возможность	проект	дает	возможность	2	2.9	ABC	3	дает
прокуратура <nsubj возбудила >obj дело	прокуратура	возбудила	дело	2	2.9	ABC	3	возбудила
ситуация <nsubj вызвала >obj реакцию	ситуация	вызвала	реакцию	2	2.9	ABC	3	вызвала
ситуация <nsubj подчеркивает >obj важность	ситуация	подчеркивает	важность	2	2.9	ABC	3	подчеркивает
случай <nsubj вызывает >obj вопросы	случай	вызывает	вопросы	2	2.9	ABC	3	вызывает
суд <nsubj оставил >obj ограничения	суд	оставил	ограничения	2	2.9	ABC	3	оставил
суд <nsubj отклонил >obj иск	суд	отклонил	иск	2	2.9	ABC	3	отклонил
суд <nsubj предъявил >obj обвинения	суд	предъявил	обвинения	2	2.9	ABC	3	предъявил
суд <nsubj принял >obj решение	суд	принял	решение	2	2.9	ABC	3	принял
течения <nsubj играют >obj роль	течения	играют	роль	2	2.9	ABC	3	играют
ученые <nsubj провели >obj исследование	ученые	провели	исследование	2	2.9	ABC	3	провели
хакеры <nsubj похитили >obj корреспонденцию	хакеры	похитили	корреспонденцию	2	2.9	ABC	3	похитили
центр <nsubj получил >obj название	центр	получил	название	2	2.9	ABC	3	получил
часть <nsubj заняла >obj место	часть	заняла	место	2	2.9	ABC	3	заняла
эксперты <nsubj высказывают >obj опасения	эксперты	высказывают	опасения	2	2.9	ABC	3	высказывают
-группа <nsubj провела >obj акцию	-группа	провела	акцию	1	1.5	ABC	3	провела
AvtoVAZ <nsubj suffered >obj loss	AvtoVAZ	suffered	loss	1	1.5	ABC	3	suffered
BBC <nsubj imposed >obj ban	BBC	imposed	ban	1	1.5	ABC	3	imposed
BBC <nsubj recognises >obj significance	BBC	recognises	significance	1	1.5	ABC	3	recognises
Investors <nsubj shown >obj interest	Investors	shown	interest	1	1.5	ABC	3	shown
Mail.ru <nsubj ведет >obj переговоры	Mail.ru	ведет	переговоры	1	1.5	ABC	3	ведет
Mr. <nsubj прислал >obj письмо	Mr.	прислал	письмо	1	1.5	ABC	3	прислал
Operators <nsubj make >obj decision	Operators	make	decision	1	1.5	ABC	3	make
Retailing <nsubj showed >obj results	Retailing	showed	results	1	1.5	ABC	3	showed
Rutube <nsubj given >obj ability	Rutube	given	ability	1	1.5	ABC	3	given
Shows <nsubj made >obj clips	Shows	made	clips	1	1.5	ABC	3	made
agency <nsubj demonstrating >obj commitment	agency	demonstrating	commitment	1	1.5	ABC	3	demonstrating
agency <nsubj drafting >obj instructions	agency	drafting	instructions	1	1.5	ABC	3	drafting
agency <nsubj forecasted >obj outlook	agency	forecasted	outlook	1	1.5	ABC	3	forecasted
agency <nsubj revoked >obj documents	agency	revoked	documents	1	1.5	ABC	3	revoked
application <nsubj analyzes >obj information	application	analyzes	information	1	1.5	ABC	3	analyzes
astronauts <nsubj consumed >obj alcohol	astronauts	consumed	alcohol	1	1.5	ABC	3	consumed
