Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
Директорът <nsubj извършил >obj проверка	Директорът	извършил	проверка	4	17.0	ABC	3	извършил
Седмицата <nsubj има >obj лого	Седмицата	има	лого	3	12.7	ABC	3	има
властите <nsubj решат >obj случай	властите	решат	случай	3	12.7	ABC	3	решат
въпрос <nsubj засяга >obj организации	въпрос	засяга	организации	3	12.7	ABC	3	засяга
посетителите <nsubj имат >obj възможност	посетителите	имат	възможност	3	12.7	ABC	3	имат
процента <nsubj подкрепиха >obj правителството	процента	подкрепиха	правителството	3	12.7	ABC	3	подкрепиха
служители <nsubj демонстрират >obj дейностите	служители	демонстрират	дейностите	3	12.7	ABC	3	демонстрират
честването <nsubj продължи >obj седмица	честването	продължи	седмица	3	12.7	ABC	3	продължи
Виното <nsubj насърчава >obj отделяне	Виното	насърчава	отделяне	2	8.5	ABC	3	насърчава
Доцентът <nsubj наместил >obj очилата	Доцентът	наместил	очилата	2	8.5	ABC	3	наместил
Идеята <obj подкрепиха >nsubj директорите	Идеята	подкрепиха	директорите	2	8.5	ABC	3	подкрепиха
Камарата <nsubj насрочила >obj дело	Камарата	насрочила	дело	2	8.5	ABC	3	насрочила
Министърът <nsubj очерта >obj точки	Министърът	очерта	точки	2	8.5	ABC	3	очерта
Организаторите <nsubj подготвили >obj подаръци	Организаторите	подготвили	подаръци	2	8.5	ABC	3	подготвили
Пожар <nsubj става >obj повод	Пожар	става	повод	2	8.5	ABC	3	става
Поскъпването <nsubj удари >obj домакинства	Поскъпването	удари	домакинства	2	8.5	ABC	3	удари
Президентът <nsubj разгледа >obj изложението	Президентът	разгледа	изложението	2	8.5	ABC	3	разгледа
Ръстът <nsubj надмине >obj ниво	Ръстът	надмине	ниво	2	8.5	ABC	3	надмине
Синът <nsubj забелязал >obj влиянието	Синът	забелязал	влиянието	2	8.5	ABC	3	забелязал
Следователите <nsubj открили >obj планове	Следователите	открили	планове	2	8.5	ABC	3	открили
Съдът <nsubj произнесъл >obj решение	Съдът	произнесъл	решение	2	8.5	ABC	3	произнесъл
Участниците <nsubj премерят >obj сили	Участниците	премерят	сили	2	8.5	ABC	3	премерят
Хотелът <nsubj предлага >obj съоръжения	Хотелът	предлага	съоръжения	2	8.5	ABC	3	предлага
Част <nsubj гласят >obj част	Част	гласят	част	2	8.5	ABC	3	гласят
Шефът <nsubj нанесе >obj удар	Шефът	нанесе	удар	2	8.5	ABC	3	нанесе
бизнес <nsubj включва >obj сгради	бизнес	включва	сгради	2	8.5	ABC	3	включва
бизнесът <nsubj има >obj желание	бизнесът	има	желание	2	8.5	ABC	3	има
вещество <nsubj забавя >obj развитието	вещество	забавя	развитието	2	8.5	ABC	3	забавя
вино <nsubj насърчава >obj загубата	вино	насърчава	загубата	2	8.5	ABC	3	насърчава
власти <nsubj започнаха >obj процедура	власти	започнаха	процедура	2	8.5	ABC	3	започнаха
десницата <nsubj представи >obj ред	десницата	представи	ред	2	8.5	ABC	3	представи
детето <nsubj извърши >obj плащане	детето	извърши	плащане	2	8.5	ABC	3	извърши
детето <nsubj изгуби >obj парите	детето	изгуби	парите	2	8.5	ABC	3	изгуби
деца <nsubj ползват >obj %	деца	ползват	%	2	8.5	ABC	3	ползват
диети <nsubj изключват >obj алкохола	диети	изключват	алкохола	2	8.5	ABC	3	изключват
жената <nsubj искала >obj чая	жената	искала	чая	2	8.5	ABC	3	искала
звено <nsubj привлече >obj министър	звено	привлече	министър	2	8.5	ABC	3	привлече
избирателите <nsubj делегираха >obj доверие	избирателите	делегираха	доверие	2	8.5	ABC	3	делегираха
изпълнител <nsubj изтърпял >obj наказание	изпълнител	изтърпял	наказание	2	8.5	ABC	3	изтърпял
институциите <nsubj разгледат >obj казуса	институциите	разгледат	казуса	2	8.5	ABC	3	разгледат
кадри <obj имат >nsubj партньори	кадри	имат	партньори	2	8.5	ABC	3	имат
кандидати <nsubj отправяли >obj заплахи	кандидати	отправяли	заплахи	2	8.5	ABC	3	отправяли
концентрация <nsubj променя >obj концепция	концентрация	променя	концепция	2	8.5	ABC	3	променя
лицата <nsubj нямат >obj имунитет	лицата	нямат	имунитет	2	8.5	ABC	3	нямат
напитка <nsubj има >obj ефект	напитка	има	ефект	2	8.5	ABC	3	има
наука <nsubj има >obj нужда	наука	има	нужда	2	8.5	ABC	3	има
ограничение <nsubj стимулира >obj отделянето	ограничение	стимулира	отделянето	2	8.5	ABC	3	стимулира
отличие <obj получи >nsubj инж.	отличие	получи	инж.	2	8.5	ABC	3	получи
партии <nsubj намерят >obj формула	партии	намерят	формула	2	8.5	ABC	3	намерят
подсъдимият <nsubj получавал >obj сума	подсъдимият	получавал	сума	2	8.5	ABC	3	получавал
позиции <nsubj получиха >obj евро	позиции	получиха	евро	2	8.5	ABC	3	получиха
политика <nsubj заплашва >obj независимостта	политика	заплашва	независимостта	2	8.5	ABC	3	заплашва
правителство <nsubj има >obj възможност	правителство	има	възможност	2	8.5	ABC	3	има
правителство <nsubj предало >obj информация	правителство	предало	информация	2	8.5	ABC	3	предало
президент <nsubj отправи >obj обида	президент	отправи	обида	2	8.5	ABC	3	отправи
премахването <nsubj повишава >obj производителност	премахването	повишава	производителност	2	8.5	ABC	3	повишава
прокуратура <nsubj предаде >obj група	прокуратура	предаде	група	2	8.5	ABC	3	предаде
прокурор <nsubj изрази >obj гнева	прокурор	изрази	гнева	2	8.5	ABC	3	изрази
публикация <nsubj печели >obj НАГРАДА	публикация	печели	НАГРАДА	2	8.5	ABC	3	печели
разследването <nsubj продължи >obj седмици	разследването	продължи	седмици	2	8.5	ABC	3	продължи
справка <nsubj определя >obj април	справка	определя	април	2	8.5	ABC	3	определя
студентите <nsubj имат >obj възможността	студентите	имат	възможността	2	8.5	ABC	3	имат
съвет <nsubj прие >obj оставката	съвет	прие	оставката	2	8.5	ABC	3	прие
съд <nsubj наредил >obj ограничаване	съд	наредил	ограничаване	2	8.5	ABC	3	наредил
съдът <nsubj взе >obj мярка	съдът	взе	мярка	2	8.5	ABC	3	взе
фактът <nsubj доказва >obj намерението	фактът	доказва	намерението	2	8.5	ABC	3	доказва
фраза <nsubj стана >obj мото	фраза	стана	мото	2	8.5	ABC	3	стана
хората <nsubj обичат >obj волейбола	хората	обичат	волейбола	2	8.5	ABC	3	обичат
шефът <nsubj изгони >obj граждани	шефът	изгони	граждани	2	8.5	ABC	3	изгони
% <nsubj посещават >obj стаи	%	посещават	стаи	1	4.2	ABC	3	посещават
% <nsubj предпочитат >obj разходката	%	предпочитат	разходката	1	4.2	ABC	3	предпочитат
% <nsubj представлява >obj вода	%	представлява	вода	1	4.2	ABC	3	представлява
% <nsubj признават >obj успехи	%	признават	успехи	1	4.2	ABC	3	признават
% <nsubj развиват >obj карцином	%	развиват	карцином	1	4.2	ABC	3	развиват
% <nsubj слушат >obj музика	%	слушат	музика	1	4.2	ABC	3	слушат
B <nsubj влизaт >obj фpeнcĸи	B	влизaт	фpeнcĸи	1	4.2	ABC	3	влизaт
Championships <nsubj take >obj place	Championships	take	place	1	4.2	ABC	3	take
Cлeдoбeд <nsubj бeшe >obj изявлeниe	Cлeдoбeд	бeшe	изявлeниe	1	4.2	ABC	3	бeшe
cлyжбa <nsubj peгиoн <obj глaвa	cлyжбa	peгиoн	глaвa	1	4.2	ABC	3	глaвa
paзмepът <nsubj pъцeтe >obj длaнитe	paзмepът	pъцeтe	длaнитe	1	4.2	ABC	3	pъцeтe
post <nsubj reflects >obj views	post	reflects	views	1	4.2	ABC	3	reflects
ĸoмпaниятa <nsubj пpoизвeлa >obj aвтoмoбилa	ĸoмпaниятa	пpoизвeлa	aвтoмoбилa	1	4.2	ABC	3	пpoизвeлa
Πopaди <nsubj тaзи >obj пpичинa	Πopaди	тaзи	пpичинa	1	4.2	ABC	3	тaзи
Автогол <nsubj даде >obj преднина	Автогол	даде	преднина	1	4.2	ABC	3	даде
Авторът <nsubj използвал >obj материал	Авторът	използвал	материал	1	4.2	ABC	3	използвал
Авторът <nsubj разкрива >obj игра	Авторът	разкрива	игра	1	4.2	ABC	3	разкрива
Агресивността <nsubj заля >obj света	Агресивността	заля	света	1	4.2	ABC	3	заля
Академията <nsubj връчи >obj диплома	Академията	връчи	диплома	1	4.2	ABC	3	връчи
Академията <nsubj притежава >obj терена	Академията	притежава	терена	1	4.2	ABC	3	притежава
Антимафиотите <nsubj конфискували >obj кг	Антимафиотите	конфискували	кг	1	4.2	ABC	3	конфискували
Арбитърът <nsubj показа >obj картон	Арбитърът	показа	картон	1	4.2	ABC	3	показа
Аргументите <nsubj назначават >obj експертизи	Аргументите	назначават	експертизи	1	4.2	ABC	3	назначават
Архитекти <nsubj предложили >obj пързалката-кино	Архитекти	предложили	пързалката-кино	1	4.2	ABC	3	предложили
Архитектите <nsubj въвели >obj панели	Архитектите	въвели	панели	1	4.2	ABC	3	въвели
Асоциация <nsubj цитира >obj изследване	Асоциация	цитира	изследване	1	4.2	ABC	3	цитира
Асоциацията <nsubj има >obj играчи	Асоциацията	има	играчи	1	4.2	ABC	3	има
Банка <nsubj подкрепи >obj инициативата	Банка	подкрепи	инициативата	1	4.2	ABC	3	подкрепи
Банката <nsubj организира >obj томболи	Банката	организира	томболи	1	4.2	ABC	3	организира
Баща <nsubj простреля >obj сина	Баща	простреля	сина	1	4.2	ABC	3	простреля
Бащата <nsubj има >obj деца	Бащата	има	деца	1	4.2	ABC	3	има
Бежанците <nsubj вписват >obj информацията	Бежанците	вписват	информацията	1	4.2	ABC	3	вписват
Бизнесът <nsubj иска >obj правила	Бизнесът	иска	правила	1	4.2	ABC	3	иска
Близнаци <nsubj обожават >obj преговори	Близнаци	обожават	преговори	1	4.2	ABC	3	обожават
Болестта <nsubj изцежда >obj сили	Болестта	изцежда	сили	1	4.2	ABC	3	изцежда
Борците <nsubj спечелиха >obj медала	Борците	спечелиха	медала	1	4.2	ABC	3	спечелиха
Бранителят <nsubj запали >obj престрелка	Бранителят	запали	престрелка	1	4.2	ABC	3	запали
Бранителят <nsubj изби >obj топката	Бранителят	изби	топката	1	4.2	ABC	3	изби
Букмейкърът <nsubj предлага >obj коефициент	Букмейкърът	предлага	коефициент	1	4.2	ABC	3	предлага
Ведомството <nsubj обявило >obj поръчката	Ведомството	обявило	поръчката	1	4.2	ABC	3	обявило
Вицепремиерът <nsubj въведе >obj промени	Вицепремиерът	въведе	промени	1	4.2	ABC	3	въведе
Влизането <nsubj поставя >obj съдбата	Влизането	поставя	съдбата	1	4.2	ABC	3	поставя
Водачът <nsubj събрала >obj вот	Водачът	събрала	вот	1	4.2	ABC	3	събрала
Войните <nsubj изиграха >obj четвърт	Войните	изиграха	четвърт	1	4.2	ABC	3	изиграха
Вотът <nsubj постигна >obj мнозинство	Вотът	постигна	мнозинство	1	4.2	ABC	3	постигна
Времето <nsubj отмило >obj спомени	Времето	отмило	спомени	1	4.2	ABC	3	отмило
Времето <nsubj писало >obj оценка	Времето	писало	оценка	1	4.2	ABC	3	писало
Възможността <nsubj привлича >obj студенти	Възможността	привлича	студенти	1	4.2	ABC	3	привлича
Възпитаниците <nsubj направиха >obj полувреме	Възпитаниците	направиха	полувреме	1	4.2	ABC	3	направиха
Възпитаниците <nsubj нямат >obj стотинка	Възпитаниците	нямат	стотинка	1	4.2	ABC	3	нямат
Въпросите <nsubj обхващат >obj познания	Въпросите	обхващат	познания	1	4.2	ABC	3	обхващат
Г-жа <nsubj изказват >obj благодарности	Г-жа	изказват	благодарности	1	4.2	ABC	3	изказват
Гимназистите <nsubj присъстваха >obj демонстрация	Гимназистите	присъстваха	демонстрация	1	4.2	ABC	3	присъстваха
Гостите <nsubj нанесоха >obj удар	Гостите	нанесоха	удар	1	4.2	ABC	3	нанесоха
Гражданите <nsubj имат >obj право	Гражданите	имат	право	1	4.2	ABC	3	имат
Гражданите <nsubj имат >obj шанс	Гражданите	имат	шанс	1	4.2	ABC	3	имат
Група <nsubj грабна >obj награда	Група	грабна	награда	1	4.2	ABC	3	грабна
Група <nsubj стават >obj посланици	Група	стават	посланици	1	4.2	ABC	3	стават
Групата <nsubj издава >obj албyм	Групата	издава	албyм	1	4.2	ABC	3	издава
Групата <nsubj спечели >obj място	Групата	спечели	място	1	4.2	ABC	3	спечели
Групите <nsubj обходили >obj територии	Групите	обходили	територии	1	4.2	ABC	3	обходили
Д-р <nsubj изрази >obj учудване	Д-р	изрази	учудване	1	4.2	ABC	3	изрази
Д-р <nsubj определи >obj предложението	Д-р	определи	предложението	1	4.2	ABC	3	определи
Данъкоплатците <nsubj плащат >obj сума	Данъкоплатците	плащат	сума	1	4.2	ABC	3	плащат
Движението <nsubj има >obj представители	Движението	има	представители	1	4.2	ABC	3	има
Девата <nsubj обича >obj реда	Девата	обича	реда	1	4.2	ABC	3	обича
Десницата <nsubj има >obj шанса	Десницата	има	шанса	1	4.2	ABC	3	има
Деца <nsubj намериха >obj лева	Деца	намериха	лева	1	4.2	ABC	3	намериха
Деца <nsubj раждат >obj деца	Деца	раждат	деца	1	4.2	ABC	3	раждат
Деца <nsubj убиват >obj деца	Деца	убиват	деца	1	4.2	ABC	3	убиват
Децата <nsubj изпълнят >obj танци	Децата	изпълнят	танци	1	4.2	ABC	3	изпълнят
Децата <nsubj получат >obj книжка	Децата	получат	книжка	1	4.2	ABC	3	получат
Децата <nsubj усетят >obj природата	Децата	усетят	природата	1	4.2	ABC	3	усетят
Добавянето <nsubj утежнява >obj тестото	Добавянето	утежнява	тестото	1	4.2	ABC	3	утежнява
Довиждане <obj скандират >nsubj феновете	Довиждане	скандират	феновете	1	4.2	ABC	3	скандират
Домакините <nsubj върнаха >obj интригата	Домакините	върнаха	интригата	1	4.2	ABC	3	върнаха
Домакините <nsubj имат >obj проблеми	Домакините	имат	проблеми	1	4.2	ABC	3	имат
Доматите <nsubj съдържат >obj %	Доматите	съдържат	%	1	4.2	ABC	3	съдържат
Дубълът <nsubj играе >obj срещите	Дубълът	играе	срещите	1	4.2	ABC	3	играе
Думите <nsubj вбесиха >obj репортерката	Думите	вбесиха	репортерката	1	4.2	ABC	3	вбесиха
Дух <obj носят >nsubj заглавия	Дух	носят	заглавия	1	4.2	ABC	3	носят
Дядо <nsubj купи >obj кафе	Дядо	купи	кафе	1	4.2	ABC	3	купи
Дядо <nsubj обитава >obj улиците	Дядо	обитава	улиците	1	4.2	ABC	3	обитава
Евродепутатът <nsubj подчерта >obj роля	Евродепутатът	подчерта	роля	1	4.2	ABC	3	подчерта
Екип <nsubj открил >obj образувания	Екип	открил	образувания	1	4.2	ABC	3	открил
Екипът <nsubj носи >obj отговорност	Екипът	носи	отговорност	1	4.2	ABC	3	носи
Екипът <nsubj подкрепя >obj искането	Екипът	подкрепя	искането	1	4.2	ABC	3	подкрепя
Екскурзията <nsubj създава >obj информираност	Екскурзията	създава	информираност	1	4.2	ABC	3	създава
Експертът <nsubj оцени >obj поведение	Експертът	оцени	поведение	1	4.2	ABC	3	оцени
Енергията <nsubj създават >obj химия	Енергията	създават	химия	1	4.2	ABC	3	създават
Етърци <nsubj нанесоха >obj удар	Етърци	нанесоха	удар	1	4.2	ABC	3	нанесоха
Животните <nsubj прекарват >obj заболяването	Животните	прекарват	заболяването	1	4.2	ABC	3	прекарват
Жителите <nsubj запретнат >obj ръкави	Жителите	запретнат	ръкави	1	4.2	ABC	3	запретнат
Законът <nsubj налага >obj ограничения	Законът	налага	ограничения	1	4.2	ABC	3	налага
