Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
вода <nsubj осигури >obj водоснабдяване	вода	осигури	водоснабдяване	6	8.8	ABC	3	осигури
партии <nsubj имат >obj корени	партии	имат	корени	6	8.8	ABC	3	имат
публикация <nsubj печели >obj НАГРАДА	публикация	печели	НАГРАДА	6	8.8	ABC	3	печели
съдът <nsubj взе >obj мярка	съдът	взе	мярка	5	7.3	ABC	3	взе
Директорът <nsubj извършил >obj проверка	Директорът	извършил	проверка	4	5.9	ABC	3	извършил
Екипът <nsubj носи >obj отговорност	Екипът	носи	отговорност	4	5.9	ABC	3	носи
Парламентът <nsubj отваря >obj врати	Парламентът	отваря	врати	4	5.9	ABC	3	отваря
Цената <nsubj заемат >obj %	Цената	заемат	%	4	5.9	ABC	3	заемат
българите <nsubj имаха >obj възможност	българите	имаха	възможност	4	5.9	ABC	3	имаха
вратар <nsubj записал >obj мрежи	вратар	записал	мрежи	4	5.9	ABC	3	записал
калкан <nsubj заля >obj пазара	калкан	заля	пазара	4	5.9	ABC	3	заля
курсове <nsubj включват >obj образование	курсове	включват	образование	4	5.9	ABC	3	включват
лекар <nsubj разказаха >obj спомени	лекар	разказаха	спомени	4	5.9	ABC	3	разказаха
мераците <nsubj срещнат >obj оценката	мераците	срещнат	оценката	4	5.9	ABC	3	срещнат
млн. <obj използват >nsubj оранжерии	млн.	използват	оранжерии	4	5.9	ABC	3	използват
партии <nsubj намерят >obj език	партии	намерят	език	4	5.9	ABC	3	намерят
патриоти <nsubj подпишат >obj споразумение	патриоти	подпишат	споразумение	4	5.9	ABC	3	подпишат
пенсия <nsubj стане >obj лв.	пенсия	стане	лв.	4	5.9	ABC	3	стане
посетителите <nsubj имат >obj възможност	посетителите	имат	възможност	4	5.9	ABC	3	имат
решение <nsubj лишава >obj трибуната	решение	лишава	трибуната	4	5.9	ABC	3	лишава
съвет <nsubj прие >obj оставката	съвет	прие	оставката	4	5.9	ABC	3	прие
Tанц <nsubj радват >obj жители	Tанц	радват	жители	3	4.4	ABC	3	радват
Алергиите <nsubj представляват >obj отговор	Алергиите	представляват	отговор	3	4.4	ABC	3	представляват
Блусът <nsubj носи >obj името	Блусът	носи	името	3	4.4	ABC	3	носи
Звездата <nsubj използва >obj услугите	Звездата	използва	услугите	3	4.4	ABC	3	използва
Инспектори <nsubj иззеха >obj метра	Инспектори	иззеха	метра	3	4.4	ABC	3	иззеха
Клиентката <nsubj превела >obj сумата	Клиентката	превела	сумата	3	4.4	ABC	3	превела
Министърът <nsubj издаде >obj заповед	Министърът	издаде	заповед	3	4.4	ABC	3	издаде
Носителят <nsubj разкрие >obj тайните	Носителят	разкрие	тайните	3	4.4	ABC	3	разкрие
Отцепването <nsubj сложи >obj край	Отцепването	сложи	край	3	4.4	ABC	3	сложи
Поскъпването <nsubj удари >obj домакинства	Поскъпването	удари	домакинства	3	4.4	ABC	3	удари
Призът <obj получи >nsubj инж.	Призът	получи	инж.	3	4.4	ABC	3	получи
Проектът <nsubj подобри >obj капацитета	Проектът	подобри	капацитета	3	4.4	ABC	3	подобри
Производителите <nsubj плащат >obj милиарда	Производителите	плащат	милиарда	3	4.4	ABC	3	плащат
Производителите <nsubj харчат >obj пари	Производителите	харчат	пари	3	4.4	ABC	3	харчат
Ръстът <nsubj надмине >obj ниво	Ръстът	надмине	ниво	3	4.4	ABC	3	надмине
Сесията <nsubj гласува >obj отчета	Сесията	гласува	отчета	3	4.4	ABC	3	гласува
Синът <nsubj става >obj депутат	Синът	става	депутат	3	4.4	ABC	3	става
Специалистът <nsubj изказа >obj мнение	Специалистът	изказа	мнение	3	4.4	ABC	3	изказа
Съдът <nsubj постанови >obj решение	Съдът	постанови	решение	3	4.4	ABC	3	постанови
акт <nsubj затруднява >obj промяна	акт	затруднява	промяна	3	4.4	ABC	3	затруднява
бизнесът <nsubj има >obj желание	бизнесът	има	желание	3	4.4	ABC	3	има
взеха >obj участие >nsubj заместник-председателите	взеха	участие	заместник-председателите	3	4.4	ABC	3	взеха
вкус <obj дава >nsubj еритрозинът	вкус	дава	еритрозинът	3	4.4	ABC	3	дава
властите <nsubj решат >obj случай	властите	решат	случай	3	4.4	ABC	3	решат
вода <nsubj прекъсне >obj водоснабдяването	вода	прекъсне	водоснабдяването	3	4.4	ABC	3	прекъсне
водач <nsubj предприел >obj маневра	водач	предприел	маневра	3	4.4	ABC	3	предприел
вот <nsubj внесе >obj разделения	вот	внесе	разделения	3	4.4	ABC	3	внесе
въпрос <nsubj засяга >obj организации	въпрос	засяга	организации	3	4.4	ABC	3	засяга
дейности <nsubj осигурят >obj управление	дейности	осигурят	управление	3	4.4	ABC	3	осигурят
деца <nsubj заобичат >obj фигурки	деца	заобичат	фигурки	3	4.4	ABC	3	заобичат
деца <nsubj използват >obj услугите	деца	използват	услугите	3	4.4	ABC	3	използват
децата <nsubj заключват >obj родители	децата	заключват	родители	3	4.4	ABC	3	заключват
директори <nsubj имали >obj разговори	директори	имали	разговори	3	4.4	ABC	3	имали
директорът <nsubj назначи >obj лице	директорът	назначи	лице	3	4.4	ABC	3	назначи
емоции <obj предизвика >nsubj вечер	емоции	предизвика	вечер	3	4.4	ABC	3	предизвика
кадри <nsubj носят >obj негативи	кадри	носят	негативи	3	4.4	ABC	3	носят
компаниите <nsubj имат >obj резерви	компаниите	имат	резерви	3	4.4	ABC	3	имат
лицата <nsubj изпълняват >obj критериите	лицата	изпълняват	критериите	3	4.4	ABC	3	изпълняват
министър <nsubj изпратила >obj писмо	министър	изпратила	писмо	3	4.4	ABC	3	изпратила
министър <nsubj иска >obj съдействие	министър	иска	съдействие	3	4.4	ABC	3	иска
награди <obj взеха >nsubj инспектори	награди	взеха	инспектори	3	4.4	ABC	3	взеха
националистите <nsubj допуснат >obj компромиси	националистите	допуснат	компромиси	3	4.4	ABC	3	допуснат
общинари <nsubj определят >obj бъдещето	общинари	определят	бъдещето	3	4.4	ABC	3	определят
отбор <nsubj покаже >obj игра	отбор	покаже	игра	3	4.4	ABC	3	покаже
партии <nsubj намерят >obj решение	партии	намерят	решение	3	4.4	ABC	3	намерят
партия <nsubj покаже >obj идентичност	партия	покаже	идентичност	3	4.4	ABC	3	покаже
победата <nsubj има >obj значение	победата	има	значение	3	4.4	ABC	3	има
познайник <nsubj напусна >obj събрание	познайник	напусна	събрание	3	4.4	ABC	3	напусна
президентът <nsubj прави >obj консултации	президентът	прави	консултации	3	4.4	ABC	3	прави
президентът <nsubj провежда >obj консултации	президентът	провежда	консултации	3	4.4	ABC	3	провежда
проект <obj спечели >nsubj сдружение	проект	спечели	сдружение	3	4.4	ABC	3	спечели
производителите <nsubj харчат >obj милиона	производителите	харчат	милиона	3	4.4	ABC	3	харчат
работилница <nsubj изработва >obj средства	работилница	изработва	средства	3	4.4	ABC	3	изработва
реферът <nsubj отсъди >obj дузпа	реферът	отсъди	дузпа	3	4.4	ABC	3	отсъди
справка <nsubj определя >obj април	справка	определя	април	3	4.4	ABC	3	определя
съвет <nsubj разгледа >obj мерки	съвет	разгледа	мерки	3	4.4	ABC	3	разгледа
съвет <nsubj разгледа >obj предложението	съвет	разгледа	предложението	3	4.4	ABC	3	разгледа
удар <obj очакват >nsubj производителите	удар	очакват	производителите	3	4.4	ABC	3	очакват
управител <nsubj издаде >obj заповед	управител	издаде	заповед	3	4.4	ABC	3	издаде
% <nsubj имат >obj отношение	%	имат	отношение	2	2.9	ABC	3	имат
% <nsubj купували >obj презервативи	%	купували	презервативи	2	2.9	ABC	3	купували
% <nsubj носят >obj презервативи	%	носят	презервативи	2	2.9	ABC	3	носят
Агенция <nsubj стартира >obj изпълнението	Агенция	стартира	изпълнението	2	2.9	ABC	3	стартира
Анкетата <nsubj отчита >obj нарастване	Анкетата	отчита	нарастване	2	2.9	ABC	3	отчита
Антимафиотите <nsubj конфискували >obj кг	Антимафиотите	конфискували	кг	2	2.9	ABC	3	конфискували
Асоциацията <nsubj сезира >obj прокурор	Асоциацията	сезира	прокурор	2	2.9	ABC	3	сезира
Афишът <nsubj получи >obj хвалебствия	Афишът	получи	хвалебствия	2	2.9	ABC	3	получи
Баскетболистите <nsubj изразиха >obj увереност	Баскетболистите	изразиха	увереност	2	2.9	ABC	3	изразиха
Бизнесът <nsubj иска >obj правила	Бизнесът	иска	правила	2	2.9	ABC	3	иска
Близнаци <nsubj обожават >obj преговори	Близнаци	обожават	преговори	2	2.9	ABC	3	обожават
Българите <nsubj имаха >obj възможност	Българите	имаха	възможност	2	2.9	ABC	3	имаха
Вдигането <nsubj прави >obj %	Вдигането	прави	%	2	2.9	ABC	3	прави
Виното <nsubj насърчава >obj отделяне	Виното	насърчава	отделяне	2	2.9	ABC	3	насърчава
Водата <nsubj изпълнява >obj функции	Водата	изпълнява	функции	2	2.9	ABC	3	изпълнява
Водачът <nsubj събрала >obj предпочитания	Водачът	събрала	предпочитания	2	2.9	ABC	3	събрала
Говорител <nsubj потвърди >obj срещи	Говорител	потвърди	срещи	2	2.9	ABC	3	потвърди
Градът <nsubj запазва >obj статута	Градът	запазва	статута	2	2.9	ABC	3	запазва
Гражданите <nsubj използват >obj паспорти	Гражданите	използват	паспорти	2	2.9	ABC	3	използват
Гражданите <nsubj плащат >obj такса	Гражданите	плащат	такса	2	2.9	ABC	3	плащат
Д-р <nsubj поема >obj отговорността	Д-р	поема	отговорността	2	2.9	ABC	3	поема
Девата <nsubj обича >obj реда	Девата	обича	реда	2	2.9	ABC	3	обича
Денят <nsubj носи >obj колорит	Денят	носи	колорит	2	2.9	ABC	3	носи
Десницата <nsubj представи >obj ред	Десницата	представи	ред	2	2.9	ABC	3	представи
Децата <nsubj изпълнят >obj танци	Децата	изпълнят	танци	2	2.9	ABC	3	изпълнят
Децата <nsubj имаха >obj възможността	Децата	имаха	възможността	2	2.9	ABC	3	имаха
Документите <nsubj дават >obj представа	Документите	дават	представа	2	2.9	ABC	3	дават
Експертиза <nsubj откри >obj нарушения	Експертиза	откри	нарушения	2	2.9	ABC	3	откри
Енергията <nsubj създават >obj химия	Енергията	създават	химия	2	2.9	ABC	3	създават
Животните <nsubj прекарват >obj заболяването	Животните	прекарват	заболяването	2	2.9	ABC	3	прекарват
Забавянето <nsubj предизвика >obj протести	Забавянето	предизвика	протести	2	2.9	ABC	3	предизвика
Законът <nsubj налага >obj ограничения	Законът	налага	ограничения	2	2.9	ABC	3	налага
Законът <nsubj обхваща >obj въпроси	Законът	обхваща	въпроси	2	2.9	ABC	3	обхваща
Законът <nsubj отмени >obj Закон	Законът	отмени	Закон	2	2.9	ABC	3	отмени
Законът <nsubj сложи >obj край	Законът	сложи	край	2	2.9	ABC	3	сложи
Зам.-министър <nsubj връчиха >obj награди	Зам.-министър	връчиха	награди	2	2.9	ABC	3	връчиха
Заявлението <nsubj отразява >obj средства	Заявлението	отразява	средства	2	2.9	ABC	3	отразява
Заявлението <nsubj подкрепя >obj намаляването	Заявлението	подкрепя	намаляването	2	2.9	ABC	3	подкрепя
Звездата <nsubj получавал >obj ангажимент	Звездата	получавал	ангажимент	2	2.9	ABC	3	получавал
Идеята <nsubj провокира >obj реакция	Идеята	провокира	реакция	2	2.9	ABC	3	провокира
Изборите <nsubj отразяват >obj волята	Изборите	отразяват	волята	2	2.9	ABC	3	отразяват
Изборите <nsubj поднесоха >obj факт	Изборите	поднесоха	факт	2	2.9	ABC	3	поднесоха
