Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
публикация <nsubj печели >obj НАГРАДА	публикация	печели	НАГРАДА	6	8.8	ABC	3	печели
управители <nsubj предложат >obj схеми	управители	предложат	схеми	6	8.8	ABC	3	предложат
Директорът <nsubj извършил >obj проверка	Директорът	извършил	проверка	5	7.3	ABC	3	извършил
директорът <nsubj назначи >obj лице	директорът	назначи	лице	5	7.3	ABC	3	назначи
мераците <nsubj срещнат >obj оценката	мераците	срещнат	оценката	5	7.3	ABC	3	срещнат
министър <nsubj изпратила >obj писмо	министър	изпратила	писмо	5	7.3	ABC	3	изпратила
министър <nsubj иска >obj съдействие	министър	иска	съдействие	5	7.3	ABC	3	иска
прокуратура <nsubj внесе >obj акт	прокуратура	внесе	акт	5	7.3	ABC	3	внесе
Документите <nsubj дават >obj представа	Документите	дават	представа	4	5.9	ABC	3	дават
Заявлението <nsubj подкрепя >obj намаляването	Заявлението	подкрепя	намаляването	4	5.9	ABC	3	подкрепя
Клиентката <nsubj превела >obj сумата	Клиентката	превела	сумата	4	5.9	ABC	3	превела
Компанията <nsubj залага >obj увеличение	Компанията	залага	увеличение	4	5.9	ABC	3	залага
Природозащитниците <nsubj полагат >obj усиля	Природозащитниците	полагат	усиля	4	5.9	ABC	3	полагат
Проектът <nsubj подобри >obj капацитета	Проектът	подобри	капацитета	4	5.9	ABC	3	подобри
българите <nsubj имаха >obj възможност	българите	имаха	възможност	4	5.9	ABC	3	имаха
двойката <nsubj запазила >obj част	двойката	запазила	част	4	5.9	ABC	3	запазила
дом <nsubj разпространи >obj сведения	дом	разпространи	сведения	4	5.9	ABC	3	разпространи
курсове <nsubj включват >obj образование	курсове	включват	образование	4	5.9	ABC	3	включват
министри <nsubj запазят >obj постовете	министри	запазят	постовете	4	5.9	ABC	3	запазят
националистите <nsubj допуснат >obj компромиси	националистите	допуснат	компромиси	4	5.9	ABC	3	допуснат
президентът <nsubj дават >obj сведения	президентът	дават	сведения	4	5.9	ABC	3	дават
президентът <nsubj прави >obj консултации	президентът	прави	консултации	4	5.9	ABC	3	прави
АЕЦ <nsubj имал >obj разходи	АЕЦ	имал	разходи	3	4.4	ABC	3	имал
Българите <nsubj имаха >obj възможност	Българите	имаха	възможност	3	4.4	ABC	3	имаха
Возилото <nsubj получи >obj прозвището	Возилото	получи	прозвището	3	4.4	ABC	3	получи
Екипът <nsubj носи >obj отговорност	Екипът	носи	отговорност	3	4.4	ABC	3	носи
Заявлението <nsubj отразява >obj средства	Заявлението	отразява	средства	3	4.4	ABC	3	отразява
Звездата <nsubj използва >obj услугите	Звездата	използва	услугите	3	4.4	ABC	3	използва
Иранците <nsubj правят >obj шеги	Иранците	правят	шеги	3	4.4	ABC	3	правят
