Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
بيانات <nsubj تساوي >obj بيانات	بيانات	تساوي	بيانات	4	6.3	ABC	3	تساوي
تشمل >nsubj الآثار >obj الغثيان	تشمل	الآثار	الغثيان	3	4.7	ABC	3	تشمل
يبلغ >nsubj حجم >obj حجم	يبلغ	حجم	حجم	3	4.7	ABC	3	يبلغ
أصبحت >nsubj المدينة >obj مركزا	أصبحت	المدينة	مركزا	2	3.1	ABC	3	أصبحت
أصبحت >nsubj لاهور >obj عاصمة	أصبحت	لاهور	عاصمة	2	3.1	ABC	3	أصبحت
أطلقت >nsubj الحكومة >obj اسم	أطلقت	الحكومة	اسم	2	3.1	ABC	3	أطلقت
أعاد >nsubj الإمبراطور >obj بناء	أعاد	الإمبراطور	بناء	2	3.1	ABC	3	أعاد
أغنية <nsubj احتلت >obj المرتبة	أغنية	احتلت	المرتبة	2	3.1	ABC	3	احتلت
أنعام <nsubj تسقي >obj الماء	أنعام	تسقي	الماء	2	3.1	ABC	3	تسقي
التعدين <nsubj يضم >obj استخراج	التعدين	يضم	استخراج	2	3.1	ABC	3	يضم
الطفرات <nsubj تسمى >obj طفرات	الطفرات	تسمى	طفرات	2	3.1	ABC	3	تسمى
بلغت >nsubj الدولة >obj أوج	بلغت	الدولة	أوج	2	3.1	ABC	3	بلغت
تتحدد >nsubj شهرة >obj شأن	تتحدد	شهرة	شأن	2	3.1	ABC	3	تتحدد
تتضمن >nsubj الاختيارات >obj اختيار	تتضمن	الاختيارات	اختيار	2	3.1	ABC	3	تتضمن
تحد >nsubj ولاية >obj ولاية	تحد	ولاية	ولاية	2	3.1	ABC	3	تحد
تشكل >nsubj اليد >obj أداة	تشكل	اليد	أداة	2	3.1	ABC	3	تشكل
تشمل >nsubj الآثار >obj النعاس	تشمل	الآثار	النعاس	2	3.1	ABC	3	تشمل
تشمل >nsubj طقوس >obj غسل	تشمل	طقوس	غسل	2	3.1	ABC	3	تشمل
قائد <nsubj ترأس >obj جيش	قائد	ترأس	جيش	2	3.1	ABC	3	ترأس
مجموعة <nsubj تسمّى >obj مجموعة	مجموعة	تسمّى	مجموعة	2	3.1	ABC	3	تسمّى
يتهم >nsubj الزوج >obj زوجة	يتهم	الزوج	زوجة	2	3.1	ABC	3	يتهم
يختار >nsubj المسافر >obj الطريق	يختار	المسافر	الطريق	2	3.1	ABC	3	يختار
يرى >nsubj الناس >obj بعض	يرى	الناس	بعض	2	3.1	ABC	3	يرى
يسلط >nsubj البرنامج >obj الضوء	يسلط	البرنامج	الضوء	2	3.1	ABC	3	يسلط
يغسل >nsubj المسيحيون >obj أيدي	يغسل	المسيحيون	أيدي	2	3.1	ABC	3	يغسل
يقطع >nsubj الجسم >obj إزاحات	يقطع	الجسم	إزاحات	2	3.1	ABC	3	يقطع
reincarnation <nsubj تعني >obj الدخول	reincarnation	تعني	الدخول	1	1.6	ABC	3	تعني
آكلات <nsubj استعمرت >obj الجزيرة	آكلات	استعمرت	الجزيرة	1	1.6	ABC	3	استعمرت
آلية <nsubj تتضمن >obj تثبيط	آلية	تتضمن	تثبيط	1	1.6	ABC	3	تتضمن
آيات <nsubj تتحدى >obj العالمين	آيات	تتحدى	العالمين	1	1.6	ABC	3	تتحدى
أبقت >obj علامة >nsubj مدخل	أبقت	علامة	مدخل	1	1.6	ABC	3	أبقت
أتاح >nsubj استخدام >obj الوصول	أتاح	استخدام	الوصول	1	1.6	ABC	3	أتاح
أتاح >nsubj التقدم >obj التقاط	أتاح	التقدم	التقاط	1	1.6	ABC	3	أتاح
أتباع <nsubj يتبعون >obj أنبياء	أتباع	يتبعون	أنبياء	1	1.6	ABC	3	يتبعون
أتقن >nsubj الحزبان >obj استخدام	أتقن	الحزبان	استخدام	1	1.6	ABC	3	أتقن
أثار >nsubj اضطهاد >obj تأسيس	أثار	اضطهاد	تأسيس	1	1.6	ABC	3	أثار
أثار >nsubj قوط >obj القلق	أثار	قوط	القلق	1	1.6	ABC	3	أثار
أثارت >nsubj الفضيحة >obj تساؤلات	أثارت	الفضيحة	تساؤلات	1	1.6	ABC	3	أثارت
أثبت >nsubj العلماء >obj وجود	أثبت	العلماء	وجود	1	1.6	ABC	3	أثبت
أثبتت >nsubj الأبحاث >obj مرارًا	أثبتت	الأبحاث	مرارًا	1	1.6	ABC	3	أثبتت
أثبتت >nsubj الأبحاث >obj وجود	أثبتت	الأبحاث	وجود	1	1.6	ABC	3	أثبتت
أثبتت >nsubj التكنولوجيا >obj مرونة	أثبتت	التكنولوجيا	مرونة	1	1.6	ABC	3	أثبتت
أثر >nsubj موت >obj تأثيراً	أثر	موت	تأثيراً	1	1.6	ABC	3	أثر
أثَّرت >nsubj الربوبية >obj تأثيرا	أثَّرت	الربوبية	تأثيرا	1	1.6	ABC	3	أثَّرت
أجبرت >nsubj الحكومة >obj المورسكيين	أجبرت	الحكومة	المورسكيين	1	1.6	ABC	3	أجبرت
أجرت >nsubj البلاد >obj انتخابات	أجرت	البلاد	انتخابات	1	1.6	ABC	3	أجرت
أجرى >nsubj المستثمرون >obj دراسة	أجرى	المستثمرون	دراسة	1	1.6	ABC	3	أجرى
أجهزة <nsubj تستخدم >obj سلسلة	أجهزة	تستخدم	سلسلة	1	1.6	ABC	3	تستخدم
أحد <nsubj تخترق >obj الجسم	أحد	تخترق	الجسم	1	1.6	ABC	3	تخترق
أحد <nsubj يقول >obj إِلهة	أحد	يقول	إِلهة	1	1.6	ABC	3	يقول
أحد <nsubj يمثل >obj الحكومة	أحد	يمثل	الحكومة	1	1.6	ABC	3	يمثل
أحرزت >nsubj الدراسات >obj تقدمًا	أحرزت	الدراسات	تقدمًا	1	1.6	ABC	3	أحرزت
أخذ >nsubj الفطر >obj اسم	أخذ	الفطر	اسم	1	1.6	ABC	3	أخذ
أخذ >nsubj القصر >obj اسم	أخذ	القصر	اسم	1	1.6	ABC	3	أخذ
أخذ >obj توزيعة >nsubj وجود	أخذ	توزيعة	وجود	1	1.6	ABC	3	أخذ
أخذت >nsubj الحربان >obj مسرح	أخذت	الحربان	مسرح	1	1.6	ABC	3	أخذت
أخذت >nsubj الحركة >obj توفير	أخذت	الحركة	توفير	1	1.6	ABC	3	أخذت
