Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
истребитель <nsubj сбил >obj самолет	истребитель	сбил	самолет	2	13.1	ABC	3	сбил
приз <obj получил >nsubj фильм	приз	получил	фильм	2	13.1	ABC	3	получил
экипаж <nsubj занял >obj место	экипаж	занял	место	2	13.1	ABC	3	занял
Cо-основатель <nsubj прокомментировал >obj анонс	Cо-основатель	прокомментировал	анонс	1	6.6	ABC	3	прокомментировал
cуд <nsubj огласил >obj заключение	cуд	огласил	заключение	1	6.6	ABC	3	огласил
nВкладчики <nsubj имеют >obj право	nВкладчики	имеют	право	1	6.6	ABC	3	имеют
nКонцепцию <obj команда <nsubj представила	nКонцепцию	команда	представила	1	6.6	ABC	3	представила
nПрезидент <nsubj покинул >obj полуостров	nПрезидент	покинул	полуостров	1	6.6	ABC	3	покинул
nПресс-служба <nsubj разместила >obj фотографию	nПресс-служба	разместила	фотографию	1	6.6	ABC	3	разместила
nПретензии <obj высказал >nsubj представитель	nПретензии	высказал	представитель	1	6.6	ABC	3	высказал
Авиакатастрофа <nsubj унесла >obj жизни	Авиакатастрофа	унесла	жизни	1	6.6	ABC	3	унесла
Авиакомпания <nsubj подтвердила >obj обнаружение	Авиакомпания	подтвердила	обнаружение	1	6.6	ABC	3	подтвердила
Авторы <nsubj назвали >obj отряд	Авторы	назвали	отряд	1	6.6	ABC	3	назвали
Авторы <nsubj описали >obj вариант	Авторы	описали	вариант	1	6.6	ABC	3	описали
Авторы <nsubj проанализировали >obj данные	Авторы	проанализировали	данные	1	6.6	ABC	3	проанализировали
Агентство <nsubj распространило >obj заявление	Агентство	распространило	заявление	1	6.6	ABC	3	распространило
Адвокат <nsubj представила >obj доклад	Адвокат	представила	доклад	1	6.6	ABC	3	представила
Адвокаты <nsubj отправили >obj запрос	Адвокаты	отправили	запрос	1	6.6	ABC	3	отправили
Академія <nsubj прибила >obj доску	Академія	прибила	доску	1	6.6	ABC	3	прибила
Альянс <nsubj проводит >obj бомбардировки	Альянс	проводит	бомбардировки	1	6.6	ABC	3	проводит
Американцы <nsubj активизируют >obj работу	Американцы	активизируют	работу	1	6.6	ABC	3	активизируют
Американцы <nsubj выдвигали >obj ультиматум	Американцы	выдвигали	ультиматум	1	6.6	ABC	3	выдвигали
Аналитики <nsubj прогнозировали >obj повышение	Аналитики	прогнозировали	повышение	1	6.6	ABC	3	прогнозировали
Балоночкин <nsubj берёт >obj карабин	Балоночкин	берёт	карабин	1	6.6	ABC	3	берёт
Банк <nsubj установил >obj курс	Банк	установил	курс	1	6.6	ABC	3	установил
Батюшка <nsubj привел >obj барышню	Батюшка	привел	барышню	1	6.6	ABC	3	привел
Биологи <nsubj изучили >obj динамику	Биологи	изучили	динамику	1	6.6	ABC	3	изучили
Большевизм <nsubj делает >obj дело	Большевизм	делает	дело	1	6.6	ABC	3	делает
Большинство <nsubj копает >obj могилу	Большинство	копает	могилу	1	6.6	ABC	3	копает
Бронзу <obj завоевали >nsubj норвежка	Бронзу	завоевали	норвежка	1	6.6	ABC	3	завоевали
Буренин <nsubj переделывает >obj переделку	Буренин	переделывает	переделку	1	6.6	ABC	3	переделывает
В ведение <obj здания <nsubj передало	В ведение	здания	передало	1	6.6	ABC	3	передало
В ведение <obj передало >nsubj управление	В ведение	передало	управление	1	6.6	ABC	3	передало
Ветер <nsubj откидывает >obj капюшон	Ветер	откидывает	капюшон	1	6.6	ABC	3	откидывает
Власти <nsubj дали >obj разрешение	Власти	дали	разрешение	1	6.6	ABC	3	дали
Власти <nsubj назвали >obj удары	Власти	назвали	удары	1	6.6	ABC	3	назвали
Власти <nsubj нарушали >obj право	Власти	нарушали	право	1	6.6	ABC	3	нарушали
Власти <nsubj обрабатывают >obj заявку	Власти	обрабатывают	заявку	1	6.6	ABC	3	обрабатывают
Военные <nsubj опровергают >obj утверждения	Военные	опровергают	утверждения	1	6.6	ABC	3	опровергают
Восстановление <nsubj предполагает >obj установление	Восстановление	предполагает	установление	1	6.6	ABC	3	предполагает
Вступление <nsubj спровоцирует >obj напряженность	Вступление	спровоцирует	напряженность	1	6.6	ABC	3	спровоцирует
Вучич <nsubj рассмотрели >obj предложения	Вучич	рассмотрели	предложения	1	6.6	ABC	3	рассмотрели
Вытряхнули >nsubj парняги >obj картошку	Вытряхнули	парняги	картошку	1	6.6	ABC	3	Вытряхнули
Газета <nsubj подводит >obj итоги	Газета	подводит	итоги	1	6.6	ABC	3	подводит
Гендиректор <nsubj организовали >obj схему	Гендиректор	организовали	схему	1	6.6	ABC	3	организовали
Гефест <nsubj делает >obj дорогу	Гефест	делает	дорогу	1	6.6	ABC	3	делает
Глава <nsubj вменил >obj увлечение	Глава	вменил	увлечение	1	6.6	ABC	3	вменил
Глава <nsubj высказал >obj предположение	Глава	высказал	предположение	1	6.6	ABC	3	высказал
Глава <nsubj открыл >obj центр	Глава	открыл	центр	1	6.6	ABC	3	открыл
Глава <nsubj повторил >obj мнение	Глава	повторил	мнение	1	6.6	ABC	3	повторил
Глава <nsubj показывал >obj план	Глава	показывал	план	1	6.6	ABC	3	показывал
Глава <nsubj призвал >obj президента	Глава	призвал	президента	1	6.6	ABC	3	призвал
Глава <nsubj украсил >obj кабинет	Глава	украсил	кабинет	1	6.6	ABC	3	украсил
Главы <nsubj обвинили >obj друг	Главы	обвинили	друг	1	6.6	ABC	3	обвинили
