Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
album <nsubj sold >obj copies	album	sold	copies	12	11.6	ABC	3	sold
Males <nsubj had >obj income	Males	had	income	10	9.7	ABC	3	had
debate <nsubj took >obj place	debate	took	place	6	5.8	ABC	3	took
film <nsubj received >obj reviews	film	received	reviews	6	5.8	ABC	3	received
starters <nsubj require >obj lubrication	starters	require	lubrication	6	5.8	ABC	3	require
town <nsubj has >obj area	town	has	area	6	5.8	ABC	3	has
Commission <nsubj accepted >obj request	Commission	accepted	request	4	3.9	ABC	3	accepted
Customers <nsubj buy >obj W142	Customers	buy	W142	4	3.9	ABC	3	buy
Stats <nsubj reflect >obj time	Stats	reflect	time	4	3.9	ABC	3	reflect
adults <nsubj have >obj right	adults	have	right	4	3.9	ABC	3	have
album <nsubj features >obj songs	album	features	songs	4	3.9	ABC	3	features
art <nsubj alters >obj form	art	alters	form	4	3.9	ABC	3	alters
band <nsubj announced >obj tour	band	announced	tour	4	3.9	ABC	3	announced
band <nsubj received >obj nomination	band	received	nomination	4	3.9	ABC	3	received
band <nsubj released >obj single	band	released	single	4	3.9	ABC	3	released
census <nsubj estimated >obj population	census	estimated	population	4	3.9	ABC	3	estimated
choir <nsubj adopted >obj constitution	choir	adopted	constitution	4	3.9	ABC	3	adopted
choir <nsubj made >obj début	choir	made	début	4	3.9	ABC	3	made
decline <nsubj preceded >obj introduction	decline	preceded	introduction	4	3.9	ABC	3	preceded
episodes <nsubj had >obj time	episodes	had	time	4	3.9	ABC	3	had
film <nsubj has >obj score	film	has	score	4	3.9	ABC	3	has
fish <nsubj received >obj rating	fish	received	rating	4	3.9	ABC	3	received
hurricane <nsubj made >obj landfall	hurricane	made	landfall	4	3.9	ABC	3	made
monkey <nsubj has >obj body	monkey	has	body	4	3.9	ABC	3	has
people <nsubj reported >obj dizziness	people	reported	dizziness	4	3.9	ABC	3	reported
people <nsubj watch >obj movies	people	watch	movies	4	3.9	ABC	3	watch
pillar <nsubj give >obj problems	pillar	give	problems	4	3.9	ABC	3	give
review <nsubj awarded >obj stars	review	awarded	stars	4	3.9	ABC	3	awarded
school <nsubj had >obj students	school	had	students	4	3.9	ABC	3	had
seeds <nsubj received >obj byes	seeds	received	byes	4	3.9	ABC	3	received
systems <nsubj generate >obj inequality	systems	generate	inequality	4	3.9	ABC	3	generate
table <nsubj lists >obj positions	table	lists	positions	4	3.9	ABC	3	lists
team <nsubj made >obj ascent	team	made	ascent	4	3.9	ABC	3	made
teams <nsubj have >obj number	teams	have	number	4	3.9	ABC	3	have
tornado <nsubj damaged >obj homes	tornado	damaged	homes	4	3.9	ABC	3	damaged
25s <nsubj carry >obj amount	25s	carry	amount	2	1.9	ABC	3	carry
A <nsubj comprises >obj Classrooms	A	comprises	Classrooms	2	1.9	ABC	3	comprises
AGM <nsubj controls >obj magazine	AGM	controls	magazine	2	1.9	ABC	3	controls
APs <nsubj impose >obj specifications	APs	impose	specifications	2	1.9	ABC	3	impose
ATmega328 <nsubj provides >obj communication	ATmega328	provides	communication	2	1.9	ABC	3	provides
Actors <nsubj influenced >obj portrayal	Actors	influenced	portrayal	2	1.9	ABC	3	influenced
Actors <nsubj reprised >obj roles	Actors	reprised	roles	2	1.9	ABC	3	reprised
Adults <nsubj create >obj retreats	Adults	create	retreats	2	1.9	ABC	3	create
