Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
Males <nsubj had >obj income	Males	had	income	16	15.4	ABC	3	had
newspapers <nsubj ran >obj strips	newspapers	ran	strips	8	7.7	ABC	3	ran
club <nsubj features >obj layout	club	features	layout	6	5.8	ABC	3	features
lineup <nsubj recorded >obj album	lineup	recorded	album	6	5.8	ABC	3	recorded
numbers <nsubj have >obj strips	numbers	have	strips	6	5.8	ABC	3	have
production <nsubj took >obj place	production	took	place	6	5.8	ABC	3	took
Issue <nsubj have >obj strip	Issue	have	strip	4	3.9	ABC	3	have
Rishabham <nsubj has >obj Rishabham	Rishabham	has	Rishabham	4	3.9	ABC	3	has
album <nsubj received >obj score	album	received	score	4	3.9	ABC	3	received
album <nsubj sold >obj copies	album	sold	copies	4	3.9	ABC	3	sold
army <nsubj had >obj units	army	had	units	4	3.9	ABC	3	had
army <nsubj took >obj part	army	took	part	4	3.9	ABC	3	took
arrow <nsubj indicates >obj ratio	arrow	indicates	ratio	4	3.9	ABC	3	indicates
arrows <nsubj indicate >obj ratio	arrows	indicate	ratio	4	3.9	ABC	3	indicate
art <nsubj had >obj patronage	art	had	patronage	4	3.9	ABC	3	had
band <nsubj released >obj track	band	released	track	4	3.9	ABC	3	released
block <nsubj had >obj population	block	had	population	4	3.9	ABC	3	had
boat <nsubj has >obj draft	boat	has	draft	4	3.9	ABC	3	has
book <nsubj sold >obj copies	book	sold	copies	4	3.9	ABC	3	sold
census <nsubj counted >obj total	census	counted	total	4	3.9	ABC	3	counted
census <nsubj showed >obj population	census	showed	population	4	3.9	ABC	3	showed
ceremony <nsubj takes >obj place	ceremony	takes	place	4	3.9	ABC	3	takes
ceremony <nsubj took >obj place	ceremony	took	place	4	3.9	ABC	3	took
club <nsubj moved >obj franchise	club	moved	franchise	4	3.9	ABC	3	moved
company <nsubj ceased >obj operations	company	ceased	operations	4	3.9	ABC	3	ceased
company <nsubj introduced >obj models	company	introduced	models	4	3.9	ABC	3	introduced
controller <nsubj features >obj accents	controller	features	accents	4	3.9	ABC	3	features
controller <nsubj features >obj buttons	controller	features	buttons	4	3.9	ABC	3	features
film <nsubj had >obj premiere	film	had	premiere	4	3.9	ABC	3	had
film <nsubj holds >obj rating	film	holds	rating	4	3.9	ABC	3	holds
founder <nsubj had >obj history	founder	had	history	4	3.9	ABC	3	had
genotype <nsubj have >obj fur	genotype	have	fur	4	3.9	ABC	3	have
headquarters <nsubj dispatched >obj personnel	headquarters	dispatched	personnel	4	3.9	ABC	3	dispatched
issue <nsubj contained >obj strip	issue	contained	strip	4	3.9	ABC	3	contained
line <nsubj shows >obj in	line	shows	in	4	3.9	ABC	3	shows
line <nsubj shows >obj nos	line	shows	nos	4	3.9	ABC	3	shows
line <nsubj shows >obj synonyms	line	shows	synonyms	4	3.9	ABC	3	shows
number <nsubj have >obj strip	number	have	strip	4	3.9	ABC	3	have
partner <nsubj gave >obj birth	partner	gave	birth	4	3.9	ABC	3	gave
party <nsubj won >obj seats	party	won	seats	4	3.9	ABC	3	won
planet <nsubj received >obj designation	planet	received	designation	4	3.9	ABC	3	received
players <nsubj buy >obj weapons	players	buy	weapons	4	3.9	ABC	3	buy
radar <nsubj picked >obj contact	radar	picked	contact	4	3.9	ABC	3	picked
run <nsubj has >obj airstrip	run	has	airstrip	4	3.9	ABC	3	has
symptoms <nsubj include >obj nausea	symptoms	include	nausea	4	3.9	ABC	3	include
team <nsubj played >obj match	team	played	match	4	3.9	ABC	3	played
team <nsubj won >obj championships	team	won	championships	4	3.9	ABC	3	won
township <nsubj has >obj area	township	has	area	4	3.9	ABC	3	has
tusk <nsubj illustrates >obj events	tusk	illustrates	events	4	3.9	ABC	3	illustrates
villages <nsubj had >obj school	villages	had	school	4	3.9	ABC	3	had
villages <nsubj have >obj supply	villages	have	supply	4	3.9	ABC	3	have
-series <nsubj told >obj life	-series	told	life	2	1.9	ABC	3	told
5G <nsubj features >obj back	5G	features	back	2	1.9	ABC	3	features
5G <nsubj has >obj Battery	5G	has	Battery	2	1.9	ABC	3	has
5G <nsubj has >obj GB	5G	has	GB	2	1.9	ABC	3	has
5G <nsubj has >obj connectivity	5G	has	connectivity	2	1.9	ABC	3	has
5G <nsubj has >obj display	5G	has	display	2	1.9	ABC	3	has
ACL <nsubj keeps >obj tibia	ACL	keeps	tibia	2	1.9	ABC	3	keeps
Academy <nsubj included >obj convent	Academy	included	convent	2	1.9	ABC	3	included
Acts <nsubj include >obj induction	Acts	include	induction	2	1.9	ABC	3	include
Administration <nsubj reduce >obj absorption	Administration	reduce	absorption	2	1.9	ABC	3	reduce
Allies <nsubj capture >obj Reims	Allies	capture	Reims	2	1.9	ABC	3	capture
Animals <nsubj ate >obj pods	Animals	ate	pods	2	1.9	ABC	3	ate
Arrears <nsubj forced >obj closing	Arrears	forced	closing	2	1.9	ABC	3	forced
Authorities <nsubj scour >obj area	Authorities	scour	area	2	1.9	ABC	3	scour
Bloodhounds <nsubj scoured >obj area	Bloodhounds	scoured	area	2	1.9	ABC	3	scoured
Bold <nsubj indicates >obj champions	Bold	indicates	champions	2	1.9	ABC	3	indicates
Buildings <nsubj include >obj station	Buildings	include	station	2	1.9	ABC	3	include
C <nsubj has >obj point	C	has	point	2	1.9	ABC	3	has
CCBs <nsubj cause >obj rate	CCBs	cause	rate	2	1.9	ABC	3	cause
CCBs <nsubj cause >obj tachycardia	CCBs	cause	tachycardia	2	1.9	ABC	3	cause
Calculations <nsubj gave >obj AU	Calculations	gave	AU	2	1.9	ABC	3	gave
Calculations <nsubj gave >obj radius	Calculations	gave	radius	2	1.9	ABC	3	gave
Cancer <nsubj ruined >obj voice	Cancer	ruined	voice	2	1.9	ABC	3	ruined
Care <nsubj costs >obj energy	Care	costs	energy	2	1.9	ABC	3	costs
Career <nsubj made >obj debut	Career	made	debut	2	1.9	ABC	3	made
Cast <nsubj contains >obj characters	Cast	contains	characters	2	1.9	ABC	3	contains
Chairman <nsubj accorded >obj status	Chairman	accorded	status	2	1.9	ABC	3	accorded
Clause <nsubj grants >obj protections	Clause	grants	protections	2	1.9	ABC	3	grants
Coadministration <nsubj increase >obj activity	Coadministration	increase	activity	2	1.9	ABC	3	increase
Committee <nsubj comprised >obj members	Committee	comprised	members	2	1.9	ABC	3	comprised
Company <nsubj suspects >obj violation	Company	suspects	violation	2	1.9	ABC	3	suspects
Court <nsubj avoided >obj issue	Court	avoided	issue	2	1.9	ABC	3	avoided
Court <nsubj decide >obj issue	Court	decide	issue	2	1.9	ABC	3	decide
Cowboy <nsubj Needs >obj Horse	Cowboy	Needs	Horse	2	1.9	ABC	3	Needs
Critics <nsubj noted >obj approach	Critics	noted	approach	2	1.9	ABC	3	noted
Critics <nsubj praised >obj game	Critics	praised	game	2	1.9	ABC	3	praised
Customer <nsubj find >obj trips	Customer	find	trips	2	1.9	ABC	3	find
DVD <nsubj included >obj making	DVD	included	making	2	1.9	ABC	3	included
Dancer <nsubj answered >obj question	Dancer	answered	question	2	1.9	ABC	3	answered
Dancer <nsubj given >obj layoff	Dancer	given	layoff	2	1.9	ABC	3	given
Dancer <nsubj maintained >obj calm	Dancer	maintained	calm	2	1.9	ABC	3	maintained
Defendants <nsubj discussed >obj issues	Defendants	discussed	issues	2	1.9	ABC	3	discussed
Dissolution <nsubj took >obj effect	Dissolution	took	effect	2	1.9	ABC	3	took
Drawing >obj inspiration >nsubj work	Drawing	inspiration	work	2	1.9	ABC	3	Drawing
Education <nsubj operates >obj schools	Education	operates	schools	2	1.9	ABC	3	operates
Education <nsubj serves >obj area	Education	serves	area	2	1.9	ABC	3	serves
Eigenschaften <nsubj Zahmmachung <obj schaffen	Eigenschaften	Zahmmachung	schaffen	2	1.9	ABC	3	schaffen
Eligibility <nsubj requires >obj standing	Eligibility	requires	standing	2	1.9	ABC	3	requires
Employees <nsubj consult >obj officer	Employees	consult	officer	2	1.9	ABC	3	consult
Enemies <nsubj include >obj pterodactyls	Enemies	include	pterodactyls	2	1.9	ABC	3	include
Enten <nsubj Fertig >obj Los	Enten	Fertig	Los	2	1.9	ABC	3	Fertig
Episodes <nsubj missing >obj material	Episodes	missing	material	2	1.9	ABC	3	missing
Equity <nsubj charged >obj interest	Equity	charged	interest	2	1.9	ABC	3	charged
Examples <nsubj include >obj exposure	Examples	include	exposure	2	1.9	ABC	3	include
Examples <nsubj included >obj staff	Examples	included	staff	2	1.9	ABC	3	included
Exhibits <nsubj included >obj displays	Exhibits	included	displays	2	1.9	ABC	3	included
FQs <nsubj prolong >obj interval	FQs	prolong	interval	2	1.9	ABC	3	prolong
Failure <nsubj affect >obj team	Failure	affect	team	2	1.9	ABC	3	affect
Failure <nsubj caused >obj loss	Failure	caused	loss	2	1.9	ABC	3	caused
Features <nsubj included >obj auditorium	Features	included	auditorium	2	1.9	ABC	3	included
Flags <nsubj indicate >obj team	Flags	indicate	team	2	1.9	ABC	3	indicate
Fluoroquinolones <nsubj have >obj potential	Fluoroquinolones	have	potential	2	1.9	ABC	3	have
Foundation <nsubj administers >obj assets	Foundation	administers	assets	2	1.9	ABC	3	administers
Fugitive <nsubj reaches >obj point	Fugitive	reaches	point	2	1.9	ABC	3	reaches
Fugitive <nsubj reveal >obj location	Fugitive	reveal	location	2	1.9	ABC	3	reveal
Fugitives <nsubj given >obj card	Fugitives	given	card	2	1.9	ABC	3	given
Fugitives <nsubj given >obj instructions	Fugitives	given	instructions	2	1.9	ABC	3	given
Fugitives <nsubj learned >obj location	Fugitives	learned	location	2	1.9	ABC	3	learned
Fugitives <nsubj reach >obj point	Fugitives	reach	point	2	1.9	ABC	3	reach
Fugitives <nsubj use >obj connections	Fugitives	use	connections	2	1.9	ABC	3	use
Gangs <nsubj played >obj part	Gangs	played	part	2	1.9	ABC	3	played
Geschöpf <nsubj Zahmmachung <obj schaffen	Geschöpf	Zahmmachung	schaffen	2	1.9	ABC	3	schaffen
Globalization <nsubj killing >obj jobs	Globalization	killing	jobs	2	1.9	ABC	3	killing
HATs <nsubj transferred >obj ownership	HATs	transferred	ownership	2	1.9	ABC	3	transferred
Helicopters <nsubj transported >obj people	Helicopters	transported	people	2	1.9	ABC	3	transported
