Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
HoH <nsubj won >obj power	HoH	won	power	14	13.5	ABC	3	won
player <nsubj imports >obj game	player	imports	game	10	9.7	ABC	3	imports
Males <nsubj had >obj income	Males	had	income	8	7.7	ABC	3	had
band <nsubj released >obj album	band	released	album	8	7.7	ABC	3	released
website <nsubj received >obj update	website	received	update	8	7.7	ABC	3	received
township <nsubj has >obj area	township	has	area	6	5.8	ABC	3	has
wall <nsubj has >obj window	wall	has	window	6	5.8	ABC	3	has
Career <nsubj began >obj career	Career	began	career	4	3.9	ABC	3	began
Grade <nsubj listed >obj buildings	Grade	listed	buildings	4	3.9	ABC	3	listed
bolt <nsubj has >obj head	bolt	has	head	4	3.9	ABC	3	has
bolt <nsubj takes >obj nut	bolt	takes	nut	4	3.9	ABC	3	takes
bolts <nsubj have >obj class	bolts	have	class	4	3.9	ABC	3	have
building <nsubj has >obj rooms	building	has	rooms	4	3.9	ABC	3	has
certification <nsubj requires >obj candidate	certification	requires	candidate	4	3.9	ABC	3	requires
complex <nsubj catalyzes >obj transfer	complex	catalyzes	transfer	4	3.9	ABC	3	catalyzes
consumer <nsubj has >obj choice	consumer	has	choice	4	3.9	ABC	3	has
council <nsubj provides >obj services	council	provides	services	4	3.9	ABC	3	provides
council <nsubj represents >obj views	council	represents	views	4	3.9	ABC	3	represents
council <nsubj reviews >obj applications	council	reviews	applications	4	3.9	ABC	3	reviews
death <nsubj brought >obj attention	death	brought	attention	4	3.9	ABC	3	brought
family <nsubj filed >obj claim	family	filed	claim	4	3.9	ABC	3	filed
film <nsubj had >obj premiere	film	had	premiere	4	3.9	ABC	3	had
film <nsubj won >obj award	film	won	award	4	3.9	ABC	3	won
gene <nsubj encodes >obj protein	gene	encodes	protein	4	3.9	ABC	3	encodes
holder <nsubj receive >obj votes	holder	receive	votes	4	3.9	ABC	3	receive
host <nsubj collects >obj urn	host	collects	urn	4	3.9	ABC	3	collects
journey <nsubj take >obj minutes	journey	take	minutes	4	3.9	ABC	3	take
jurors <nsubj discuss >obj vote	jurors	discuss	vote	4	3.9	ABC	3	discuss
line <nsubj allowed >obj sacks	line	allowed	sacks	4	3.9	ABC	3	allowed
meeting <nsubj took >obj place	meeting	took	place	4	3.9	ABC	3	took
members <nsubj attacked >obj flight	members	attacked	flight	4	3.9	ABC	3	attacked
place <nsubj has >obj association	place	has	association	4	3.9	ABC	3	has
players <nsubj cast >obj votes	players	cast	votes	4	3.9	ABC	3	cast
porch <nsubj has >obj buttresses	porch	has	buttresses	4	3.9	ABC	3	has
porch <nsubj has >obj doorway	porch	has	doorway	4	3.9	ABC	3	has
program <nsubj has >obj entry	program	has	entry	4	3.9	ABC	3	has
research <nsubj considers >obj use	research	considers	use	4	3.9	ABC	3	considers
roommate <nsubj used >obj webcam	roommate	used	webcam	4	3.9	ABC	3	used
screw <nsubj have >obj head	screw	have	head	4	3.9	ABC	3	have
slogan <nsubj made >obj debut	slogan	made	debut	4	3.9	ABC	3	made
table <nsubj shows >obj storms	table	shows	storms	4	3.9	ABC	3	shows
team <nsubj played >obj games	team	played	games	4	3.9	ABC	3	played
university <nsubj has >obj programs	university	has	programs	4	3.9	ABC	3	has
viewers <nsubj voted >obj player	viewers	voted	player	4	3.9	ABC	3	voted
wall <nsubj has >obj windows	wall	has	windows	4	3.9	ABC	3	has
band <nsubj made >obj appearance	band	made	appearance	3	2.9	ABC	3	made
1930s <nsubj saw >obj rate	1930s	saw	rate	2	1.9	ABC	3	saw
88th <nsubj got >obj respite	88th	got	respite	2	1.9	ABC	3	got
A <nsubj contains >obj gates	A	contains	gates	2	1.9	ABC	3	contains
ACE <nsubj had >obj ACE	ACE	had	ACE	2	1.9	ABC	3	had
Acrobats <nsubj maintain >obj balance	Acrobats	maintain	balance	2	1.9	ABC	3	maintain
Arrival <nsubj allowed >obj formation	Arrival	allowed	formation	2	1.9	ABC	3	allowed
Article <nsubj extended >obj competence	Article	extended	competence	2	1.9	ABC	3	extended
Authors <nsubj included >obj scientists	Authors	included	scientists	2	1.9	ABC	3	included
B <nsubj contains >obj gates	B	contains	gates	2	1.9	ABC	3	contains
B <nsubj have >obj phenylalanine	B	have	phenylalanine	2	1.9	ABC	3	have
Beginning <nsubj Has >obj Name	Beginning	Has	Name	2	1.9	ABC	3	Has
Board <nsubj sets >obj programme	Board	sets	programme	2	1.9	ABC	3	sets
Broker <nsubj sends >obj thug	Broker	sends	thug	2	1.9	ABC	3	sends
Buses <nsubj provides >obj service	Buses	provides	service	2	1.9	ABC	3	provides
CDs <nsubj contain >obj versions	CDs	contain	versions	2	1.9	ABC	3	contain
Career <nsubj received >obj M.D.	Career	received	M.D.	2	1.9	ABC	3	received
Churches <nsubj listed >obj churches	Churches	listed	churches	2	1.9	ABC	3	listed
Climate <nsubj has >obj climate	Climate	has	climate	2	1.9	ABC	3	has
Collie <nsubj suffered >obj concussion	Collie	suffered	concussion	2	1.9	ABC	3	suffered
Collision <nsubj took >obj years	Collision	took	years	2	1.9	ABC	3	took
Commentators <nsubj noted >obj song	Commentators	noted	song	2	1.9	ABC	3	noted
Commission <nsubj expected >obj publicity	Commission	expected	publicity	2	1.9	ABC	3	expected
Companies <nsubj entered >obj territory	Companies	entered	territory	2	1.9	ABC	3	entered
Contestants <nsubj skip >obj councils	Contestants	skip	councils	2	1.9	ABC	3	skip
Controversy <nsubj surrounded >obj band	Controversy	surrounded	band	2	1.9	ABC	3	surrounded
Courses <nsubj stress >obj application	Courses	stress	application	2	1.9	ABC	3	stress
Court <nsubj dismissed >obj appeal	Court	dismissed	appeal	2	1.9	ABC	3	dismissed
Court <nsubj identified >obj aspects	Court	identified	aspects	2	1.9	ABC	3	identified
Court <nsubj overturned >obj decision	Court	overturned	decision	2	1.9	ABC	3	overturned
Cruising <nsubj reached >obj peak	Cruising	reached	peak	2	1.9	ABC	3	reached
DJ <nsubj picked >obj song	DJ	picked	song	2	1.9	ABC	3	picked
DQ <nsubj denotes >obj disqualification	DQ	denotes	disqualification	2	1.9	ABC	3	denotes
Daughters <nsubj profess >obj vows	Daughters	profess	vows	2	1.9	ABC	3	profess
Discounts <nsubj affect >obj profits	Discounts	affect	profits	2	1.9	ABC	3	affect
E <nsubj contains >obj gates	E	contains	gates	2	1.9	ABC	3	contains
EMTs <nsubj added >obj equipment	EMTs	added	equipment	2	1.9	ABC	3	added
Economics <nsubj reached >obj RMB	Economics	reached	RMB	2	1.9	ABC	3	reached
Episodes <nsubj cover >obj events	Episodes	cover	events	2	1.9	ABC	3	cover
Exhibits <nsubj include >obj displays	Exhibits	include	displays	2	1.9	ABC	3	include
FH <nsubj means >obj head	FH	means	head	2	1.9	ABC	3	means
Fans <nsubj took >obj dislike	Fans	took	dislike	2	1.9	ABC	3	took
Fellowship <nsubj attracts >obj artists	Fellowship	attracts	artists	2	1.9	ABC	3	attracts
Females <nsubj have >obj length	Females	have	length	2	1.9	ABC	3	have
Few <nsubj meet >obj standards	Few	meet	standards	2	1.9	ABC	3	meet
Friends <nsubj advised >obj start	Friends	advised	start	2	1.9	ABC	3	advised
Front <nsubj continued >obj pursuit	Front	continued	pursuit	2	1.9	ABC	3	continued
GDP <nsubj reached >obj RMB	GDP	reached	RMB	2	1.9	ABC	3	reached
Garden <nsubj features >obj Selections	Garden	features	Selections	2	1.9	ABC	3	features
Government <nsubj adopted >obj Policy	Government	adopted	Policy	2	1.9	ABC	3	adopted
Government <nsubj announced >obj rate	Government	announced	rate	2	1.9	ABC	3	announced
Gyroscopes <nsubj measure >obj rate	Gyroscopes	measure	rate	2	1.9	ABC	3	measure
Handbook <nsubj describes >obj distinction	Handbook	describes	distinction	2	1.9	ABC	3	describes
Heading <nsubj produces >obj head	Heading	produces	head	2	1.9	ABC	3	produces
Historians <nsubj interpreted >obj conflict	Historians	interpreted	conflict	2	1.9	ABC	3	interpreted
Hotel <nsubj managed >obj eviction	Hotel	managed	eviction	2	1.9	ABC	3	managed
Hotels <nsubj updated >obj appliances	Hotels	updated	appliances	2	1.9	ABC	3	updated
IIMs <nsubj have >obj role	IIMs	have	role	2	1.9	ABC	3	have
Idaea <nsubj prefer >obj habitats	Idaea	prefer	habitats	2	1.9	ABC	3	prefer
Intervention <nsubj features >obj brake	Intervention	features	brake	2	1.9	ABC	3	features
Jurors <nsubj ask >obj questions	Jurors	ask	questions	2	1.9	ABC	3	ask
Kids <nsubj Killing >obj Kids	Kids	Killing	Kids	2	1.9	ABC	3	Killing
List <nsubj saves >obj leaders	List	saves	leaders	2	1.9	ABC	3	saves
Ludys <nsubj provide >obj advice	Ludys	provide	advice	2	1.9	ABC	3	provide
MPs <nsubj had >obj misgivings	MPs	had	misgivings	2	1.9	ABC	3	had
MRI <nsubj revealed >obj strain	MRI	revealed	strain	2	1.9	ABC	3	revealed
Males <nsubj constituted >obj percent	Males	constituted	percent	2	1.9	ABC	3	constituted
Males <nsubj represent >obj percent	Males	represent	percent	2	1.9	ABC	3	represent
Marriage <nsubj played >obj role	Marriage	played	role	2	1.9	ABC	3	played
Master <nsubj combines >obj work	Master	combines	work	2	1.9	ABC	3	combines
Melanin <nsubj have >obj lifetimes	Melanin	have	lifetimes	2	1.9	ABC	3	have
Members <nsubj told >obj administration	Members	told	administration	2	1.9	ABC	3	told
Ministry <nsubj had >obj responsibility	Ministry	had	responsibility	2	1.9	ABC	3	had
Molecules <nsubj have >obj state	Molecules	have	state	2	1.9	ABC	3	have
Mylothris <nsubj continua >obj maxima	Mylothris	continua	maxima	2	1.9	ABC	3	continua
NDUFAF5 <nsubj contains >obj domain	NDUFAF5	contains	domain	2	1.9	ABC	3	contains
News <nsubj provoked >obj strikes	News	provoked	strikes	2	1.9	ABC	3	provoked
News <nsubj worries >obj organisation	News	worries	organisation	2	1.9	ABC	3	worries
None <nsubj wearing >obj cameras	None	wearing	cameras	2	1.9	ABC	3	wearing
Notes <nsubj signifies >obj remixer	Notes	signifies	remixer	2	1.9	ABC	3	signifies
Notes <nsubj suggest >obj aspects	Notes	suggest	aspects	2	1.9	ABC	3	suggest
Orders <nsubj ordered >obj movement	Orders	ordered	movement	2	1.9	ABC	3	ordered
Others <nsubj drawn >obj connections	Others	drawn	connections	2	1.9	ABC	3	drawn
Parishioners <nsubj own >obj comfort	Parishioners	own	comfort	2	1.9	ABC	3	own
Participants <nsubj have >obj night	Participants	have	night	2	1.9	ABC	3	have
Patient <nsubj Swallowed >obj Ounces	Patient	Swallowed	Ounces	2	1.9	ABC	3	Swallowed
People <nsubj exaggerated >obj number	People	exaggerated	number	2	1.9	ABC	3	exaggerated
Phenotypes <nsubj include >obj macrocephaly	Phenotypes	include	macrocephaly	2	1.9	ABC	3	include
Physicians <nsubj had >obj responsibilities	Physicians	had	responsibilities	2	1.9	ABC	3	had
Place <nsubj Shape >obj Experience	Place	Shape	Experience	2	1.9	ABC	3	Shape
Plans <nsubj included >obj construction	Plans	included	construction	2	1.9	ABC	3	included
Platoons <nsubj received >obj Garford	Platoons	received	Garford	2	1.9	ABC	3	received
Player <nsubj scored >obj goals	Player	scored	goals	2	1.9	ABC	3	scored
Police <nsubj barricaded >obj portions	Police	barricaded	portions	2	1.9	ABC	3	barricaded
Police <nsubj suspect >obj involvement	Police	suspect	involvement	2	1.9	ABC	3	suspect
Portfolio <nsubj presents >obj works	Portfolio	presents	works	2	1.9	ABC	3	presents
Precipitation <nsubj occurs >obj average	Precipitation	occurs	average	2	1.9	ABC	3	occurs
Predation <nsubj placing >obj pressure	Predation	placing	pressure	2	1.9	ABC	3	placing
Production <nsubj took >obj place	Production	took	place	2	1.9	ABC	3	took
Prosecution <nsubj enjoys >obj independence	Prosecution	enjoys	independence	2	1.9	ABC	3	enjoys
Q <nsubj denotes >obj qualification	Q	denotes	qualification	2	1.9	ABC	3	denotes
Railways <nsubj connect >obj city	Railways	connect	city	2	1.9	ABC	3	connect
Rain <nsubj caused >obj loss	Rain	caused	loss	2	1.9	ABC	3	caused
Recipients <nsubj read >obj message	Recipients	read	message	2	1.9	ABC	3	read
Rewards <nsubj include >obj food	Rewards	include	food	2	1.9	ABC	3	include
Scope <nsubj shows >obj selection	Scope	shows	selection	2	1.9	ABC	3	shows
Screws <nsubj have >obj valleys	Screws	have	valleys	2	1.9	ABC	3	have
Section <nsubj advances >obj ways	Section	advances	ways	2	1.9	ABC	3	advances
Shoppes <nsubj featuring >obj stores	Shoppes	featuring	stores	2	1.9	ABC	3	featuring
Sisters <nsubj established >obj convent	Sisters	established	convent	2	1.9	ABC	3	established
Sisters <nsubj run >obj school	Sisters	run	school	2	1.9	ABC	3	run
Sohn <nsubj hat >obj gărgăuni	Sohn	hat	gărgăuni	2	1.9	ABC	3	hat
Speaker <nsubj takes >obj approach	Speaker	takes	approach	2	1.9	ABC	3	takes
Spyro <nsubj use >obj furies	Spyro	use	furies	2	1.9	ABC	3	use
Stones <nsubj faced >obj weathering	Stones	faced	weathering	2	1.9	ABC	3	faced
Strip <nsubj includes >obj sign	Strip	includes	sign	2	1.9	ABC	3	includes
Students <nsubj study >obj aspects	Students	study	aspects	2	1.9	ABC	3	study
Studies <nsubj identified >obj issues	Studies	identified	issues	2	1.9	ABC	3	identified
Subduction <nsubj involves >obj lithosphere	Subduction	involves	lithosphere	2	1.9	ABC	3	involves
Surveys <nsubj indicated >obj population	Surveys	indicated	population	2	1.9	ABC	3	indicated
Syllables <nsubj spelled >obj jr	Syllables	spelled	jr	2	1.9	ABC	3	spelled
Teams <nsubj played >obj team	Teams	played	team	2	1.9	ABC	3	played
Technologies <nsubj include >obj devices	Technologies	include	devices	2	1.9	ABC	3	include
Tesserae <nsubj represent >obj material	Tesserae	represent	material	2	1.9	ABC	3	represent
Tesserae <nsubj represent >obj time	Tesserae	represent	time	2	1.9	ABC	3	represent
Track <nsubj contains >obj track	Track	contains	track	2	1.9	ABC	3	contains
Trade <nsubj brought >obj advancement	Trade	brought	advancement	2	1.9	ABC	3	brought
Translation <nsubj use >obj text	Translation	use	text	2	1.9	ABC	3	use
Tribes <nsubj given >obj names	Tribes	given	names	2	1.9	ABC	3	given
Tribes <nsubj given >obj resources	Tribes	given	resources	2	1.9	ABC	3	given
Tribes <nsubj given >obj time	Tribes	given	time	2	1.9	ABC	3	given
Troubles <nsubj kept >obj family	Troubles	kept	family	2	1.9	ABC	3	kept
Visitors <nsubj monitor >obj communications	Visitors	monitor	communications	2	1.9	ABC	3	monitor
Voters <nsubj rejected >obj plan	Voters	rejected	plan	2	1.9	ABC	3	rejected
^ <nsubj indicates >obj show	^	indicates	show	2	1.9	ABC	3	indicates
abbreviations <nsubj have >obj currency	abbreviations	have	currency	2	1.9	ABC	3	have
