Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
Statistics <nsubj include >obj matches	Statistics	include	matches	10	9.6	ABC	3	include
Males <nsubj had >obj income	Males	had	income	8	7.7	ABC	3	had
album <nsubj sold >obj copies	album	sold	copies	8	7.7	ABC	3	sold
album <nsubj received >obj reviews	album	received	reviews	6	5.8	ABC	3	received
event <nsubj took >obj place	event	took	place	6	5.8	ABC	3	took
team <nsubj played >obj games	team	played	games	6	5.8	ABC	3	played
allegations <nsubj damaged >obj popularity	allegations	damaged	popularity	4	3.8	ABC	3	damaged
analysis <nsubj gave >obj period	analysis	gave	period	4	3.8	ABC	3	gave
article <nsubj includes >obj text	article	includes	text	4	3.8	ABC	3	includes
band <nsubj released >obj album	band	released	album	4	3.8	ABC	3	released
city <nsubj has >obj area	city	has	area	4	3.8	ABC	3	has
competition <nsubj took >obj format	competition	took	format	4	3.8	ABC	3	took
couple <nsubj had >obj children	couple	had	children	4	3.8	ABC	3	had
displacement <nsubj feels >obj force	displacement	feels	force	4	3.8	ABC	3	feels
events <nsubj have >obj roots	events	have	roots	4	3.8	ABC	3	have
film <nsubj received >obj reviews	film	received	reviews	4	3.8	ABC	3	received
government <nsubj expressed >obj concern	government	expressed	concern	4	3.8	ABC	3	expressed
judge <nsubj scored >obj fight	judge	scored	fight	4	3.8	ABC	3	scored
lyrics <nsubj detail >obj desire	lyrics	detail	desire	4	3.8	ABC	3	detail
male <nsubj has >obj plumage	male	has	plumage	4	3.8	ABC	3	has
meridians <nsubj define >obj Hemisphere	meridians	define	Hemisphere	4	3.8	ABC	3	define
orbit <nsubj has >obj eccentricity	orbit	has	eccentricity	4	3.8	ABC	3	has
parties <nsubj played >obj role	parties	played	role	4	3.8	ABC	3	played
portion <nsubj reflected >obj change	portion	reflected	change	4	3.8	ABC	3	reflected
positions <nsubj get >obj numbers	positions	get	numbers	4	3.8	ABC	3	get
program <nsubj contains >obj service	program	contains	service	4	3.8	ABC	3	contains
song <nsubj reached >obj number	song	reached	number	4	3.8	ABC	3	reached
stadium <nsubj hosted >obj match	stadium	hosted	match	4	3.8	ABC	3	hosted
strip <nsubj paid >obj tribute	strip	paid	tribute	4	3.8	ABC	3	paid
table <nsubj provides >obj cross-sections	table	provides	cross-sections	4	3.8	ABC	3	provides
team <nsubj won >obj title	team	won	title	4	3.8	ABC	3	won
version <nsubj reached >obj No.	version	reached	No.	4	3.8	ABC	3	reached
water <nsubj overlies >obj water	water	overlies	water	4	3.8	ABC	3	overlies
work <nsubj produced >obj particles	work	produced	particles	4	3.8	ABC	3	produced
work <nsubj suggests >obj assignment	work	suggests	assignment	4	3.8	ABC	3	suggests
1970s <nsubj brought >obj connection	1970s	brought	connection	2	1.9	ABC	3	brought
1990s <nsubj saw >obj rise	1990s	saw	rise	2	1.9	ABC	3	saw
Academy <nsubj had >obj goals	Academy	had	goals	2	1.9	ABC	3	had
Areas <nsubj show >obj rates	Areas	show	rates	2	1.9	ABC	3	show
Athletes <nsubj allocated >obj points	Athletes	allocated	points	2	1.9	ABC	3	allocated
Athletes <nsubj receive >obj sanctions	Athletes	receive	sanctions	2	1.9	ABC	3	receive
Australopithecines <nsubj preferred >obj conditions	Australopithecines	preferred	conditions	2	1.9	ABC	3	preferred
BBAP <nsubj altered >obj designations	BBAP	altered	designations	2	1.9	ABC	3	altered
Babies <nsubj face >obj FGM	Babies	face	FGM	2	1.9	ABC	3	face
Board <nsubj has >obj representative	Board	has	representative	2	1.9	ABC	3	has
Boards <nsubj used >obj system	Boards	used	system	2	1.9	ABC	3	used
Book <nsubj Tells >obj Tale	Book	Tells	Tale	2	1.9	ABC	3	Tells
Brettanomyces <nsubj converts >obj acid	Brettanomyces	converts	acid	2	1.9	ABC	3	converts
Brettanomyces <nsubj produces >obj array	Brettanomyces	produces	array	2	1.9	ABC	3	produces
Brunette <nsubj gave >obj birth	Brunette	gave	birth	2	1.9	ABC	3	gave
CNV <nsubj create >obj deterioration	CNV	create	deterioration	2	1.9	ABC	3	create
CNV <nsubj include >obj feeling	CNV	include	feeling	2	1.9	ABC	3	include
Career <nsubj made >obj debut	Career	made	debut	2	1.9	ABC	3	made
Case <nsubj requires >obj policies	Case	requires	policies	2	1.9	ABC	3	requires
Centre <nsubj provides >obj information	Centre	provides	information	2	1.9	ABC	3	provides
Cenu <obj získala >nsubj r.o	Cenu	získala	r.o	2	1.9	ABC	3	získala
Chairman <nsubj began >obj party	Chairman	began	party	2	1.9	ABC	3	began
Chairperson <nsubj allowed >obj hours	Chairperson	allowed	hours	2	1.9	ABC	3	allowed
Clubs <nsubj joined >obj competition	Clubs	joined	competition	2	1.9	ABC	3	joined
Coaches <nsubj release >obj poll	Coaches	release	poll	2	1.9	ABC	3	release
Coffins <nsubj marks >obj change	Coffins	marks	change	2	1.9	ABC	3	marks
Constitution <nsubj sets >obj membership	Constitution	sets	membership	2	1.9	ABC	3	sets
Cradle <nsubj received >obj rainfall	Cradle	received	rainfall	2	1.9	ABC	3	received
Critics <nsubj found >obj elements	Critics	found	elements	2	1.9	ABC	3	found
Cuisine <nsubj grew >obj popularity	Cuisine	grew	popularity	2	1.9	ABC	3	grew
DJ <nsubj mixing >obj song	DJ	mixing	song	2	1.9	ABC	3	mixing
Declaration <nsubj references >obj Commentary	Declaration	references	Commentary	2	1.9	ABC	3	references
Delegations <nsubj took >obj part	Delegations	took	part	2	1.9	ABC	3	took
Deserving >obj mention >nsubj songs	Deserving	mention	songs	2	1.9	ABC	3	Deserving
Development <nsubj consume >obj years	Development	consume	years	2	1.9	ABC	3	consume
Directors <nsubj attended >obj premiere	Directors	attended	premiere	2	1.9	ABC	3	attended
Doping <nsubj affected >obj countries	Doping	affected	countries	2	1.9	ABC	3	affected
Doping <nsubj played >obj part	Doping	played	part	2	1.9	ABC	3	played
Dorset <nsubj grows >obj wheat	Dorset	grows	wheat	2	1.9	ABC	3	grows
Driver <nsubj finish >obj race	Driver	finish	race	2	1.9	ABC	3	finish
Duets <nsubj gained >obj reviews	Duets	gained	reviews	2	1.9	ABC	3	gained
Electricity <nsubj reached >obj village	Electricity	reached	village	2	1.9	ABC	3	reached
Elements <nsubj include >obj donations	Elements	include	donations	2	1.9	ABC	3	include
Ethernets <nsubj connect >obj devices	Ethernets	connect	devices	2	1.9	ABC	3	connect
Events <nsubj included >obj race	Events	included	race	2	1.9	ABC	3	included
Fans <nsubj download >obj song	Fans	download	song	2	1.9	ABC	3	download
Fans <nsubj received >obj poster	Fans	received	poster	2	1.9	ABC	3	received
Festival <nsubj takes >obj place	Festival	takes	place	2	1.9	ABC	3	takes
Flowering <nsubj takes >obj place	Flowering	takes	place	2	1.9	ABC	3	takes
Forms <nsubj included >obj handbooks	Forms	included	handbooks	2	1.9	ABC	3	included
Government <nsubj commemorated >obj services	Government	commemorated	services	2	1.9	ABC	3	commemorated
Groups <nsubj command >obj wings	Groups	command	wings	2	1.9	ABC	3	command
Guests <nsubj used >obj appearance	Guests	used	appearance	2	1.9	ABC	3	used
HB280 <nsubj remove >obj prohibition	HB280	remove	prohibition	2	1.9	ABC	3	remove
Hemorrhaging <nsubj accelerate >obj onset	Hemorrhaging	accelerate	onset	2	1.9	ABC	3	accelerate
Homer <nsubj buys >obj boat	Homer	buys	boat	2	1.9	ABC	3	buys
Increase <nsubj explains >obj digging	Increase	explains	digging	2	1.9	ABC	3	explains
Juries <nsubj selected >obj winners	Juries	selected	winners	2	1.9	ABC	3	selected
LP4 <nsubj contributed >obj version	LP4	contributed	version	2	1.9	ABC	3	contributed
Literature <nsubj played >obj role	Literature	played	role	2	1.9	ABC	3	played
Match <nsubj won >obj points	Match	won	points	2	1.9	ABC	3	won
Membership <nsubj includes >obj access	Membership	includes	access	2	1.9	ABC	3	includes
Men <nsubj have >obj weights	Men	have	weights	2	1.9	ABC	3	have
Men <nsubj offered >obj range	Men	offered	range	2	1.9	ABC	3	offered
Millions <nsubj lose >obj source	Millions	lose	source	2	1.9	ABC	3	lose
Mpira <nsubj means >obj Ball	Mpira	means	Ball	2	1.9	ABC	3	means
Navigators <nsubj utilized >obj declination	Navigators	utilized	declination	2	1.9	ABC	3	utilized
Networks <nsubj include >obj protein	Networks	include	protein	2	1.9	ABC	3	include
None <nsubj provided >obj evidence	None	provided	evidence	2	1.9	ABC	3	provided
Numerals <nsubj reconstructs >obj numbers	Numerals	reconstructs	numbers	2	1.9	ABC	3	reconstructs
Nusach <nsubj means >obj text	Nusach	means	text	2	1.9	ABC	3	means
Organization <nsubj has >obj branches	Organization	has	branches	2	1.9	ABC	3	has
Organizations <nsubj support >obj project	Organizations	support	project	2	1.9	ABC	3	support
Others <nsubj complete >obj level	Others	complete	level	2	1.9	ABC	3	complete
PAs <nsubj had >obj careers	PAs	had	careers	2	1.9	ABC	3	had
Panmixia <nsubj means >obj mating	Panmixia	means	mating	2	1.9	ABC	3	means
Papers <nsubj enjoyed >obj reception	Papers	enjoyed	reception	2	1.9	ABC	3	enjoyed
Participants <nsubj included >obj duo	Participants	included	duo	2	1.9	ABC	3	included
Partnership <nsubj began >obj partnership	Partnership	began	partnership	2	1.9	ABC	3	began
Passengers <nsubj see >obj boats	Passengers	see	boats	2	1.9	ABC	3	see
Passion <nsubj Stop >obj Warming	Passion	Stop	Warming	2	1.9	ABC	3	Stop
Paste <nsubj included >obj cover	Paste	included	cover	2	1.9	ABC	3	included
Pebble <nsubj holds >obj ore	Pebble	holds	ore	2	1.9	ABC	3	holds
