Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
ٹیم <nsubj رنز <obj بنا	ٹیم	رنز	بنا	7	9.9	ABC	3	بنا
قیمت <nsubj روپے <obj رکھی	قیمت	روپے	رکھی	6	8.5	ABC	3	رکھی
ٹیم <nsubj میچ <obj کھیلے	ٹیم	میچ	کھیلے	6	8.5	ABC	3	کھیلے
حکومت <nsubj بجٹ <obj کیا	حکومت	بجٹ	کیا	5	7.0	ABC	3	کیا
قیمت <nsubj روپے <obj ہوگئی	قیمت	روپے	ہوگئی	5	7.0	ABC	3	ہوگئی
ٹیم <nsubj رنز <obj بنائے	ٹیم	رنز	بنائے	5	7.0	ABC	3	بنائے
افسران <nsubj دورے <obj کئے	افسران	دورے	کئے	4	5.6	ABC	3	کئے
حکومت <nsubj روپے <obj کیے	حکومت	روپے	کیے	4	5.6	ABC	3	کیے
فلم <nsubj ڈالر <obj کمائے	فلم	ڈالر	کمائے	4	5.6	ABC	3	کمائے
ہیکرز <nsubj رسائی <obj کی	ہیکرز	رسائی	کی	4	5.6	ABC	3	کی
افراد <nsubj فیچر <obj کررہے	افراد	فیچر	کررہے	3	4.2	ABC	3	کررہے
حکومت <nsubj بانڈ <obj کرے	حکومت	بانڈ	کرے	3	4.2	ABC	3	کرے
حکومت <nsubj بجلی <obj کی	حکومت	بجلی	کی	3	4.2	ABC	3	کی
حکومت <nsubj قرض <obj لیا	حکومت	قرض	لیا	3	4.2	ABC	3	لیا
حکومت <nsubj ٹیکس <obj کیا	حکومت	ٹیکس	کیا	3	4.2	ABC	3	کیا
سماعت <obj ملازمین <nsubj کر	سماعت	ملازمین	کر	3	4.2	ABC	3	کر
صارفین <nsubj معلومات <obj کر	صارفین	معلومات	کر	3	4.2	ABC	3	کر
عوام <nsubj کرسکیں >obj نوٹ	عوام	کرسکیں	نوٹ	3	4.2	ABC	3	کرسکیں
فلم <nsubj ہوئی >obj ڈالر	فلم	ہوئی	ڈالر	3	4.2	ABC	3	ہوئی
فیچر <nsubj کام <obj کرتا	فیچر	کام	کرتا	3	4.2	ABC	3	کرتا
فیچر <nsubj کام <obj کرے	فیچر	کام	کرے	3	4.2	ABC	3	کرے
نام <obj لوگوں <nsubj کھولا	نام	لوگوں	کھولا	3	4.2	ABC	3	کھولا
وکٹیں <nsubj گرتی >obj رنز	وکٹیں	گرتی	رنز	3	4.2	ABC	3	گرتی
ٹیم <nsubj پویلین <obj لوٹ	ٹیم	پویلین	لوٹ	3	4.2	ABC	3	لوٹ
ٹیم <nsubj کامیابی <obj کی	ٹیم	کامیابی	کی	3	4.2	ABC	3	کی
ڈالر <nsubj پیسے <obj ہوگیا	ڈالر	پیسے	ہوگیا	3	4.2	ABC	3	ہوگیا
ڈالر <obj فلم <nsubj سامنے ئی	ڈالر	فلم	سامنے ئی	3	4.2	ABC	3	سامنے ئی
کرسکیں >nsubj عوام >obj نوٹ	کرسکیں	عوام	نوٹ	3	4.2	ABC	3	کرسکیں
کھلاڑیوں <nsubj شراکت <obj کی	کھلاڑیوں	شراکت	کی	3	4.2	ABC	3	کی
ائینہ <nsubj سچ <obj بولتا	ائینہ	سچ	بولتا	2	2.8	ABC	3	بولتا
ادارے <nsubj دیہات <obj کردیا	ادارے	دیہات	کردیا	2	2.8	ABC	3	کردیا
ادارے <nsubj کردار <obj کررہے	ادارے	کردار	کررہے	2	2.8	ABC	3	کررہے
اداکار <nsubj فرائض <obj دیں	اداکار	فرائض	دیں	2	2.8	ABC	3	دیں
اداکارہ <nsubj کھیل <obj کیا	اداکارہ	کھیل	کیا	2	2.8	ABC	3	کیا
ارکان <nsubj معاملہ <obj اٹھایا	ارکان	معاملہ	اٹھایا	2	2.8	ABC	3	اٹھایا
اس <obj مداحوں <nsubj کیا	اس	مداحوں	کیا	2	2.8	ABC	3	کیا
اشاریہ <nsubj فیصد <obj رہا	اشاریہ	فیصد	رہا	2	2.8	ABC	3	رہا
اشخاص <nsubj گوشوارے <obj کئے	اشخاص	گوشوارے	کئے	2	2.8	ABC	3	کئے
اضافے <nsubj ہوش <obj اڑا	اضافے	ہوش	اڑا	2	2.8	ABC	3	اڑا
اعلان <nsubj میچ <obj بناسکتا	اعلان	میچ	بناسکتا	2	2.8	ABC	3	بناسکتا
اف پرسنز <nsubj ریٹرن <obj کئے	اف پرسنز	ریٹرن	کئے	2	2.8	ABC	3	کئے
افراد <nsubj سروں <obj پکڑ	افراد	سروں	پکڑ	2	2.8	ABC	3	پکڑ
افراد <nsubj شیشے <obj توڑ	افراد	شیشے	توڑ	2	2.8	ABC	3	توڑ
افراد <nsubj میسج <obj بھیج	افراد	میسج	بھیج	2	2.8	ABC	3	بھیج
افراد <nsubj پکڑ >obj تصویر	افراد	پکڑ	تصویر	2	2.8	ABC	3	پکڑ
الگورتھم <nsubj کام <obj کرتا	الگورتھم	کام	کرتا	2	2.8	ABC	3	کرتا
اوپنرز <nsubj غاز <obj کیا	اوپنرز	غاز	کیا	2	2.8	ABC	3	کیا
بازوں <nsubj رنز <obj جوڑے	بازوں	رنز	جوڑے	2	2.8	ABC	3	جوڑے
