Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Number of nodes	Head node
تتولى >nsubj المفوضية >obj مهمة	تتولى	المفوضية	مهمة	3	4.9	ABC	3	تتولى
تضع >nsubj الأنثى >obj بيوض	تضع	الأنثى	بيوض	3	4.9	ABC	3	تضع
تضم >nsubj المدينة >obj عددًا	تضم	المدينة	عددًا	3	4.9	ABC	3	تضم
تقدم >nsubj الشركة >obj خدمات	تقدم	الشركة	خدمات	3	4.9	ABC	3	تقدم
شهد >nsubj العصر >obj تطورًا	شهد	العصر	تطورًا	3	4.9	ABC	3	شهد
تتضمن >nsubj القائمة >obj مصطلحات	تتضمن	القائمة	مصطلحات	2	3.3	ABC	3	تتضمن
تستخدم >nsubj الصناعات >obj الدهن	تستخدم	الصناعات	الدهن	2	3.3	ABC	3	تستخدم
تشمل >nsubj الطرق >obj استخدام	تشمل	الطرق	استخدام	2	3.3	ABC	3	تشمل
تضم >nsubj المدينة >obj مجموعة	تضم	المدينة	مجموعة	2	3.3	ABC	3	تضم
تعتبر >nsubj عملية >obj أحد	تعتبر	عملية	أحد	2	3.3	ABC	3	تعتبر
تعد >nsubj المدينة >obj أحد	تعد	المدينة	أحد	2	3.3	ABC	3	تعد
تعد >nsubj الهرمونات >obj أحد	تعد	الهرمونات	أحد	2	3.3	ABC	3	تعد
تغطي >nsubj الولاية >obj مساحة	تغطي	الولاية	مساحة	2	3.3	ABC	3	تغطي
تقدم >nsubj الشركة >obj حلولاً	تقدم	الشركة	حلولاً	2	3.3	ABC	3	تقدم
تقدم >nsubj الشركة >obj خدمة	تقدم	الشركة	خدمة	2	3.3	ABC	3	تقدم
تقدم >nsubj بعض >obj خدمات	تقدم	بعض	خدمات	2	3.3	ABC	3	تقدم
تمتلك >nsubj الشركة >obj عدداً	تمتلك	الشركة	عدداً	2	3.3	ABC	3	تمتلك
تمتلك >nsubj القرية >obj بعض	تمتلك	القرية	بعض	2	3.3	ABC	3	تمتلك
تمتلك >nsubj بعض >obj قدرة	تمتلك	بعض	قدرة	2	3.3	ABC	3	تمتلك
يتحدث >nsubj الأغلبية >obj اللغة	يتحدث	الأغلبية	اللغة	2	3.3	ABC	3	يتحدث
يتحدث >nsubj معظم >obj اللغة	يتحدث	معظم	اللغة	2	3.3	ABC	3	يتحدث
يتطلب >nsubj الأمر >obj استخدام	يتطلب	الأمر	استخدام	2	3.3	ABC	3	يتطلب
يعتنق >nsubj معظم >obj المسيحية	يعتنق	معظم	المسيحية	2	3.3	ABC	3	يعتنق
يقدم >nsubj المساعد >obj خدمات	يقدم	المساعد	خدمات	2	3.3	ABC	3	يقدم
يلعب >nsubj الماء >obj دورا	يلعب	الماء	دورا	2	3.3	ABC	3	يلعب
يمكن >obj السياح >nsubj زيارة	يمكن	السياح	زيارة	2	3.3	ABC	3	يمكن
أتبع >nsubj العلماء >obj نهج	أتبع	العلماء	نهج	1	1.6	ABC	3	أتبع
أتبع >nsubj القوم >obj عقيدة	أتبع	القوم	عقيدة	1	1.6	ABC	3	أتبع
أثار >nsubj نشاط >obj بعض	أثار	نشاط	بعض	1	1.6	ABC	3	أثار
أثارت >nsubj أعمال >obj اهتمامًا	أثارت	أعمال	اهتمامًا	1	1.6	ABC	3	أثارت
أثارت >nsubj شخصية >obj اهتمام	أثارت	شخصية	اهتمام	1	1.6	ABC	3	أثارت
أثبت >nsubj التطبيق >obj نجاح	أثبت	التطبيق	نجاح	1	1.6	ABC	3	أثبت
أثبت >nsubj العلماء >obj وجود	أثبت	العلماء	وجود	1	1.6	ABC	3	أثبت
أثبتت >nsubj الدراسات >obj فعالية	أثبتت	الدراسات	فعالية	1	1.6	ABC	3	أثبتت
أثبتت >nsubj الدراسات >obj فوائد	أثبتت	الدراسات	فوائد	1	1.6	ABC	3	أثبتت
أثبتت >nsubj المجموعة >obj فعالية	أثبتت	المجموعة	فعالية	1	1.6	ABC	3	أثبتت
أجرت >nsubj العائلة >obj محادثات	أجرت	العائلة	محادثات	1	1.6	ABC	3	أجرت
أخذت >nsubj العائلة >obj دورًا	أخذت	العائلة	دورًا	1	1.6	ABC	3	أخذت
أخذت >nsubj بعض >obj الإسم	أخذت	بعض	الإسم	1	1.6	ABC	3	أخذت
أدانت >nsubj هيئات >obj الاحتجاز	أدانت	هيئات	الاحتجاز	1	1.6	ABC	3	أدانت
أراد >nsubj أحد >obj تعريف	أراد	أحد	تعريف	1	1.6	ABC	3	أراد
أسس >nsubj الخليفة >obj العائلة	أسس	الخليفة	العائلة	1	1.6	ABC	3	أسس
أسس >nsubj المستكشفون >obj المستعمرة	أسس	المستكشفون	المستعمرة	1	1.6	ABC	3	أسس
أسس >nsubj معظم >obj طرائق	أسس	معظم	طرائق	1	1.6	ABC	3	أسس
أصبح >nsubj اسم >obj ترانيم	أصبح	اسم	ترانيم	1	1.6	ABC	3	أصبح
أصبح >nsubj الحاسوب >obj جزءًا	أصبح	الحاسوب	جزءًا	1	1.6	ABC	3	أصبح
أصبح >nsubj الفضة >obj أحد	أصبح	الفضة	أحد	1	1.6	ABC	3	أصبح
أصبح >nsubj الفن >obj مهنة	أصبح	الفن	مهنة	1	1.6	ABC	3	أصبح
أصبح >nsubj اليوان >obj عملة	أصبح	اليوان	عملة	1	1.6	ABC	3	أصبح
أصبحت >nsubj البحرين >obj مركزاً	أصبحت	البحرين	مركزاً	1	1.6	ABC	3	أصبحت
أصبحت >nsubj الديانة >obj جزءاً	أصبحت	الديانة	جزءاً	1	1.6	ABC	3	أصبحت
أصبحت >nsubj الطماطم >obj مكوّناً	أصبحت	الطماطم	مكوّناً	1	1.6	ABC	3	أصبحت
أصبحت >nsubj اللعبة >obj علامة	أصبحت	اللعبة	علامة	1	1.6	ABC	3	أصبحت
أصبحت >nsubj المدينة >obj مركزًا	أصبحت	المدينة	مركزًا	1	1.6	ABC	3	أصبحت
أصبحت >nsubj المدينة >obj ميناء	أصبحت	المدينة	ميناء	1	1.6	ABC	3	أصبحت
أصبحت >nsubj الملكية >obj شكل	أصبحت	الملكية	شكل	1	1.6	ABC	3	أصبحت
أصبحت >nsubj الموسيقى >obj جزءًا	أصبحت	الموسيقى	جزءًا	1	1.6	ABC	3	أصبحت
أصبحت >nsubj تقنية >obj أسلوب	أصبحت	تقنية	أسلوب	1	1.6	ABC	3	أصبحت
أصبحت >nsubj دولة >obj جزءاً	أصبحت	دولة	جزءاً	1	1.6	ABC	3	أصبحت
أصبحت >nsubj شخصية >obj مثالًا	أصبحت	شخصية	مثالًا	1	1.6	ABC	3	أصبحت
أصبحت >nsubj طهران >obj مركزًا	أصبحت	طهران	مركزًا	1	1.6	ABC	3	أصبحت
أصبحت >nsubj مملكة >obj ذكرى	أصبحت	مملكة	ذكرى	1	1.6	ABC	3	أصبحت
أصدرت >nsubj الفرقة >obj أغاني	أصدرت	الفرقة	أغاني	1	1.6	ABC	3	أصدرت
أصدرت >nsubj المجموعة >obj ألبومات	أصدرت	المجموعة	ألبومات	1	1.6	ABC	3	أصدرت
أضاف >nsubj النادي >obj لقب	أضاف	النادي	لقب	1	1.6	ABC	3	أضاف
أطلقت >nsubj الشركة >obj عدة	أطلقت	الشركة	عدة	1	1.6	ABC	3	أطلقت
أظهرت >nsubj دراسات >obj فوائد	أظهرت	دراسات	فوائد	1	1.6	ABC	3	أظهرت
أعتبرت >nsubj المجموعة >obj النساء	أعتبرت	المجموعة	النساء	1	1.6	ABC	3	أعتبرت
أعطت >nsubj الأساطير >obj صورة	أعطت	الأساطير	صورة	1	1.6	ABC	3	أعطت
أعطت >nsubj البحوث >obj انطباعًا	أعطت	البحوث	انطباعًا	1	1.6	ABC	3	أعطت
أعلن >nsubj الرئيس >obj الانتصار	أعلن	الرئيس	الانتصار	1	1.6	ABC	3	أعلن
أعلنت >nsubj المفوضية >obj انتخاب	أعلنت	المفوضية	انتخاب	1	1.6	ABC	3	أعلنت
أعمال <nsubj تتضمن >obj الأشياء	أعمال	تتضمن	الأشياء	1	1.6	ABC	3	تتضمن
أعمال <nsubj تشمل >obj عددًا	أعمال	تشمل	عددًا	1	1.6	ABC	3	تشمل
أقامت >nsubj اليونان >obj تمثالاً	أقامت	اليونان	تمثالاً	1	1.6	ABC	3	أقامت
ألف >nsubj العلماء >obj كتبًا	ألف	العلماء	كتبًا	1	1.6	ABC	3	ألف
أمر >nsubj الله >obj المسلمين	أمر	الله	المسلمين	1	1.6	ABC	3	أمر
أنتجت >nsubj باكستان >obj مجموعة	أنتجت	باكستان	مجموعة	1	1.6	ABC	3	أنتجت
أنشأ >nsubj الجمهوريون >obj معامل	أنشأ	الجمهوريون	معامل	1	1.6	ABC	3	أنشأ
أنشأ >nsubj السلطان >obj مكتبة	أنشأ	السلطان	مكتبة	1	1.6	ABC	3	أنشأ
أنشأ >nsubj بعض >obj نماذج	أنشأ	بعض	نماذج	1	1.6	ABC	3	أنشأ
أنشأت >nsubj الأرمن >obj ممالك	أنشأت	الأرمن	ممالك	1	1.6	ABC	3	أنشأت
